date,hour,total_visitors,north_gate,south_gate,east_gate,west_gate,metro_ridership,bus_ridership,taxi_count,private_car_count,parking_occupancy_rate,nearby_hotel_avg_price,nearby_restaurant_revenue_index,weather_condition,temperature,is_event_day,event_type,year,month,quarter,weekday,is_weekend,north_gate_ratio,south_gate_ratio,public_transport_ratio,time_period
2017-06-08,13,237,42,71,51,41,104,47,19,27,0.41,592.0,115.9,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1772,0.2996,0.6371,午间
2017-06-08,14,273,56,107,72,55,73,34,24,24,0.67,602.0,100.3,闷热,26.5,False,演唱会,2017,6,2,3,False,0.2051,0.3919,0.3919,下午
2017-06-08,15,300,65,101,76,63,109,42,35,25,0.74,488.0,130.9,闷热,26.5,False,演唱会,2017,6,2,3,False,0.2167,0.3367,0.5033,下午
2017-06-08,16,360,71,120,101,65,106,35,26,33,0.67,592.0,111.7,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1972,0.3333,0.3917,下午
2017-06-08,17,491,98,155,118,98,132,59,37,49,0.47,606.0,107.5,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1996,0.3157,0.389,晚高峰
2017-06-08,18,584,118,195,148,112,214,70,56,76,0.39,461.0,130.3,闷热,26.5,False,演唱会,2017,6,2,3,False,0.2021,0.3339,0.4863,晚高峰
2017-06-08,19,839,162,328,232,152,262,155,76,127,0.52,457.0,108.3,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1931,0.3909,0.497,晚高峰
2017-06-08,20,553,110,173,145,96,148,75,35,59,0.62,579.0,127.8,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1989,0.3128,0.4033,晚间
2017-06-08,21,242,48,93,52,54,100,39,30,40,0.75,583.0,127.0,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1983,0.3843,0.5744,晚间
2017-06-08,22,144,29,47,37,27,43,18,10,18,0.55,511.0,106.8,闷热,26.5,False,演唱会,2017,6,2,3,False,0.2014,0.3264,0.4236,晚间
2017-06-08,23,120,22,48,29,20,35,15,8,10,0.45,600.0,96.3,闷热,26.5,False,演唱会,2017,6,2,3,False,0.1833,0.4,0.4167,深夜
2017-06-09,6,145,27,53,41,26,41,22,13,14,0.52,488.0,116.5,晴,26.4,False,演唱会,2017,6,2,4,False,0.1862,0.3655,0.4345,早高峰
2017-06-09,7,332,70,116,83,67,114,55,26,52,0.79,484.0,136.1,晴,26.4,False,演唱会,2017,6,2,4,False,0.2108,0.3494,0.509,早高峰
2017-06-09,8,388,77,145,84,87,122,57,32,56,0.7,467.0,95.9,晴,26.4,False,演唱会,2017,6,2,4,False,0.1985,0.3737,0.4613,早高峰
2017-06-09,9,241,41,79,55,52,82,40,28,30,0.57,582.0,134.3,晴,26.4,False,演唱会,2017,6,2,4,False,0.1701,0.3278,0.5062,上午
2017-06-09,10,225,40,86,60,47,70,37,15,20,0.43,594.0,117.9,晴,26.4,False,演唱会,2017,6,2,4,False,0.1778,0.3822,0.4756,上午
2017-06-09,11,200,43,71,53,41,69,27,18,29,0.67,580.0,111.9,晴,26.4,False,演唱会,2017,6,2,4,False,0.215,0.355,0.48,上午
2017-06-09,12,240,42,78,67,51,100,28,21,31,0.37,569.0,126.0,晴,26.4,False,演唱会,2017,6,2,4,False,0.175,0.325,0.5333,午间
2017-06-09,13,247,56,78,70,55,111,51,24,29,0.5,489.0,118.7,晴,26.4,False,演唱会,2017,6,2,4,False,0.2267,0.3158,0.6559,午间
2017-06-09,14,263,50,100,65,48,111,34,23,22,0.72,593.0,103.5,晴,26.4,False,演唱会,2017,6,2,4,False,0.1901,0.3802,0.5513,下午
2017-06-09,15,253,43,94,54,57,83,36,15,19,0.36,573.0,100.9,晴,26.4,False,演唱会,2017,6,2,4,False,0.17,0.3715,0.4704,下午
2017-06-09,16,327,65,123,76,70,115,44,32,30,0.7,549.0,133.4,晴,26.4,False,演唱会,2017,6,2,4,False,0.1988,0.3761,0.4862,下午
2017-06-09,17,548,123,199,129,95,154,61,52,54,0.56,489.0,118.4,晴,26.4,False,演唱会,2017,6,2,4,False,0.2245,0.3631,0.3923,晚高峰
2017-06-09,18,707,129,231,190,159,276,81,66,55,0.82,541.0,102.4,晴,26.4,False,演唱会,2017,6,2,4,False,0.1825,0.3267,0.505,晚高峰
2017-06-09,19,813,173,270,175,169,286,137,58,123,0.53,478.0,135.7,晴,26.4,False,演唱会,2017,6,2,4,False,0.2128,0.3321,0.5203,晚高峰
2017-06-09,20,565,119,204,127,110,205,95,55,90,0.64,592.0,136.4,晴,26.4,False,演唱会,2017,6,2,4,False,0.2106,0.3611,0.531,晚间
2017-06-09,21,288,50,112,65,58,99,27,18,36,0.44,568.0,124.8,晴,26.4,False,演唱会,2017,6,2,4,False,0.1736,0.3889,0.4375,晚间
2017-06-09,22,142,31,42,37,27,40,18,7,16,0.51,485.0,134.7,晴,26.4,False,演唱会,2017,6,2,4,False,0.2183,0.2958,0.4085,晚间
2017-06-09,23,114,25,37,29,26,38,18,9,14,0.52,519.0,96.2,晴,26.4,False,演唱会,2017,6,2,4,False,0.2193,0.3246,0.4912,深夜
2017-06-10,6,246,52,74,66,42,80,36,21,25,0.51,549.0,127.2,多云,21.1,False,演唱会,2017,6,2,5,True,0.2114,0.3008,0.4715,早高峰
2017-06-10,7,292,60,102,63,64,125,58,30,38,0.66,549.0,128.3,多云,21.1,False,演唱会,2017,6,2,5,True,0.2055,0.3493,0.6267,早高峰
2017-06-10,8,446,101,161,108,77,153,75,29,63,0.44,509.0,129.8,多云,21.1,False,演唱会,2017,6,2,5,True,0.2265,0.361,0.5112,早高峰
2017-06-10,9,553,100,183,136,107,201,90,42,86,0.72,516.0,140.6,多云,21.1,False,演唱会,2017,6,2,5,True,0.1808,0.3309,0.5262,上午
2017-06-10,10,692,136,221,177,131,191,64,49,44,0.4,603.0,122.4,多云,21.1,False,演唱会,2017,6,2,5,True,0.1965,0.3194,0.3685,上午
2017-06-10,11,868,151,348,234,190,410,167,93,85,0.41,502.0,114.3,多云,21.1,False,演唱会,2017,6,2,5,True,0.174,0.4009,0.6647,上午
2017-06-10,12,892,185,325,226,158,299,140,68,103,0.65,528.0,95.7,多云,21.1,False,演唱会,2017,6,2,5,True,0.2074,0.3643,0.4922,午间
2017-06-10,13,552,114,176,125,116,204,63,54,63,0.6,582.0,139.7,多云,21.1,False,演唱会,2017,6,2,5,True,0.2065,0.3188,0.4837,午间
2017-06-10,14,678,120,245,144,128,291,102,53,63,0.59,525.0,118.3,多云,21.1,False,演唱会,2017,6,2,5,True,0.177,0.3614,0.5796,下午
2017-06-10,15,579,114,193,165,104,192,83,50,55,0.46,598.0,132.4,多云,21.1,False,演唱会,2017,6,2,5,True,0.1969,0.3333,0.475,下午
2017-06-10,16,702,120,244,167,133,238,77,37,65,0.61,510.0,112.2,多云,21.1,False,演唱会,2017,6,2,5,True,0.1709,0.3476,0.4487,下午
2017-06-10,17,714,150,231,202,137,218,101,66,69,0.45,576.0,123.0,多云,21.1,False,演唱会,2017,6,2,5,True,0.2101,0.3235,0.4468,晚高峰
2017-06-10,18,849,163,278,187,157,260,102,47,74,0.36,571.0,103.8,多云,21.1,False,演唱会,2017,6,2,5,True,0.192,0.3274,0.4264,晚高峰
2017-06-10,19,903,187,358,254,183,274,119,52,100,0.79,559.0,124.1,多云,21.1,False,演唱会,2017,6,2,5,True,0.2071,0.3965,0.4352,晚高峰
2017-06-10,20,779,153,309,208,135,237,119,73,67,0.44,473.0,98.6,多云,21.1,False,演唱会,2017,6,2,5,True,0.1964,0.3967,0.457,晚间
2017-06-10,21,368,64,128,99,69,147,67,28,47,0.39,545.0,122.8,多云,21.1,False,演唱会,2017,6,2,5,True,0.1739,0.3478,0.5815,晚间
2017-06-10,22,217,39,79,49,48,67,25,13,17,0.53,490.0,134.7,多云,21.1,False,演唱会,2017,6,2,5,True,0.1797,0.3641,0.424,晚间
2017-06-10,23,112,24,36,25,21,49,16,12,17,0.36,567.0,115.0,多云,21.1,False,演唱会,2017,6,2,5,True,0.2143,0.3214,0.5804,深夜
2017-06-11,6,244,44,90,56,53,90,38,24,22,0.59,549.0,137.9,多云,28.5,False,演唱会,2017,6,2,6,True,0.1803,0.3689,0.5246,早高峰
2017-06-11,7,302,55,106,82,61,110,61,30,33,0.4,465.0,126.7,多云,28.5,False,演唱会,2017,6,2,6,True,0.1821,0.351,0.5662,早高峰
2017-06-11,8,503,107,188,114,94,200,64,41,79,0.74,483.0,106.4,多云,28.5,False,演唱会,2017,6,2,6,True,0.2127,0.3738,0.5249,早高峰
2017-06-11,9,627,121,195,156,124,277,109,59,90,0.61,560.0,120.8,多云,28.5,False,演唱会,2017,6,2,6,True,0.193,0.311,0.6156,上午
2017-06-11,10,744,126,265,202,130,193,114,65,51,0.66,546.0,101.1,多云,28.5,False,演唱会,2017,6,2,6,True,0.1694,0.3562,0.4126,上午
2017-06-11,11,754,129,224,176,169,234,88,51,73,0.43,489.0,102.2,多云,28.5,False,演唱会,2017,6,2,6,True,0.1711,0.2971,0.4271,上午
2017-06-11,12,828,160,304,195,163,265,113,95,120,0.8,459.0,121.5,多云,28.5,False,演唱会,2017,6,2,6,True,0.1932,0.3671,0.4565,午间
2017-06-11,13,582,128,209,131,101,254,85,51,81,0.64,552.0,107.3,多云,28.5,False,演唱会,2017,6,2,6,True,0.2199,0.3591,0.5825,午间
2017-06-11,14,538,106,191,145,94,153,72,38,60,0.76,553.0,136.0,多云,28.5,False,演唱会,2017,6,2,6,True,0.197,0.355,0.4182,下午
2017-06-11,15,680,139,240,170,122,262,103,55,98,0.37,473.0,137.2,多云,28.5,False,演唱会,2017,6,2,6,True,0.2044,0.3529,0.5368,下午
2017-06-11,16,542,110,213,143,106,145,74,43,53,0.6,499.0,125.2,多云,28.5,False,演唱会,2017,6,2,6,True,0.203,0.393,0.4041,下午
2017-06-11,17,879,183,342,233,189,232,101,59,91,0.54,504.0,141.9,多云,28.5,False,演唱会,2017,6,2,6,True,0.2082,0.3891,0.3788,晚高峰
2017-06-11,18,884,153,264,236,174,392,175,72,103,0.68,588.0,133.1,多云,28.5,False,演唱会,2017,6,2,6,True,0.1731,0.2986,0.6414,晚高峰
2017-06-11,19,996,204,296,281,185,327,140,67,88,0.69,457.0,139.9,多云,28.5,False,演唱会,2017,6,2,6,True,0.2048,0.2972,0.4689,晚高峰
2017-06-11,20,998,193,375,254,211,404,167,120,89,0.48,475.0,137.3,多云,28.5,False,演唱会,2017,6,2,6,True,0.1934,0.3758,0.5721,晚间
2017-06-11,21,437,75,149,119,76,160,46,44,39,0.37,478.0,125.1,多云,28.5,False,演唱会,2017,6,2,6,True,0.1716,0.341,0.4714,晚间
2017-06-11,22,181,39,61,50,31,63,30,15,22,0.65,499.0,113.9,多云,28.5,False,演唱会,2017,6,2,6,True,0.2155,0.337,0.5138,晚间
2017-06-11,23,121,21,48,31,23,50,22,9,19,0.79,467.0,105.4,多云,28.5,False,演唱会,2017,6,2,6,True,0.1736,0.3967,0.595,深夜
2017-06-12,6,197,35,67,53,44,69,41,25,17,0.36,496.0,97.5,多云,28.9,False,演唱会,2017,6,2,0,False,0.1777,0.3401,0.5584,早高峰
2017-06-12,7,310,60,99,84,55,140,53,35,28,0.5,563.0,127.9,多云,28.9,False,演唱会,2017,6,2,0,False,0.1935,0.3194,0.6226,早高峰
2017-06-12,8,300,67,119,64,65,80,42,16,27,0.54,562.0,132.5,多云,28.9,False,演唱会,2017,6,2,0,False,0.2233,0.3967,0.4067,早高峰
2017-06-12,9,261,47,102,55,53,106,34,29,21,0.5,492.0,105.0,多云,28.9,False,演唱会,2017,6,2,0,False,0.1801,0.3908,0.5364,上午
2017-06-12,10,205,37,77,58,44,60,30,14,24,0.36,513.0,112.9,多云,28.9,False,演唱会,2017,6,2,0,False,0.1805,0.3756,0.439,上午
2017-06-12,11,220,46,81,63,45,81,40,21,34,0.77,494.0,97.6,多云,28.9,False,演唱会,2017,6,2,0,False,0.2091,0.3682,0.55,上午
2017-06-12,12,300,57,111,63,63,102,47,33,43,0.77,491.0,113.9,多云,28.9,False,演唱会,2017,6,2,0,False,0.19,0.37,0.4967,午间
2017-06-12,13,196,34,63,54,34,55,24,18,26,0.55,498.0,122.0,多云,28.9,False,演唱会,2017,6,2,0,False,0.1735,0.3214,0.4031,午间
2017-06-12,14,192,36,72,41,35,57,19,13,18,0.4,584.0,129.2,多云,28.9,False,演唱会,2017,6,2,0,False,0.1875,0.375,0.3958,下午
2017-06-12,15,267,47,107,57,53,118,44,26,41,0.55,513.0,137.0,多云,28.9,False,演唱会,2017,6,2,0,False,0.176,0.4007,0.6067,下午
2017-06-12,16,387,81,121,94,75,137,83,48,55,0.56,576.0,134.3,多云,28.9,False,演唱会,2017,6,2,0,False,0.2093,0.3127,0.5685,下午
2017-06-12,17,411,91,128,99,74,168,57,42,47,0.74,597.0,115.3,多云,28.9,False,演唱会,2017,6,2,0,False,0.2214,0.3114,0.5474,晚高峰
2017-06-12,18,567,103,221,152,112,168,69,40,76,0.67,483.0,111.4,多云,28.9,False,演唱会,2017,6,2,0,False,0.1817,0.3898,0.418,晚高峰
2017-06-12,19,621,116,194,170,107,201,86,64,66,0.56,520.0,101.6,多云,28.9,False,演唱会,2017,6,2,0,False,0.1868,0.3124,0.4622,晚高峰
2017-06-12,20,606,113,219,158,132,241,111,62,65,0.41,574.0,105.1,多云,28.9,False,演唱会,2017,6,2,0,False,0.1865,0.3614,0.5809,晚间
2017-06-12,21,339,71,116,96,72,112,44,24,36,0.45,567.0,134.3,多云,28.9,False,演唱会,2017,6,2,0,False,0.2094,0.3422,0.4602,晚间
2017-06-12,22,147,31,51,32,27,64,24,16,16,0.44,600.0,110.3,多云,28.9,False,演唱会,2017,6,2,0,False,0.2109,0.3469,0.5986,晚间
2017-06-12,23,104,21,40,28,20,35,16,11,15,0.7,516.0,107.4,多云,28.9,False,演唱会,2017,6,2,0,False,0.2019,0.3846,0.4904,深夜
2017-06-13,6,77,14,30,21,17,25,7,6,5,0.54,519.0,118.5,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1818,0.3896,0.4156,早高峰
2017-06-13,7,171,35,54,41,30,55,21,15,12,0.8,537.0,132.8,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2047,0.3158,0.4444,早高峰
2017-06-13,8,155,29,61,39,29,69,32,13,14,0.79,502.0,131.0,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1871,0.3935,0.6516,早高峰
2017-06-13,9,143,31,46,36,27,55,25,12,20,0.6,472.0,129.4,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2168,0.3217,0.5594,上午
2017-06-13,10,115,24,45,32,24,39,14,10,12,0.46,554.0,112.3,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2087,0.3913,0.4609,上午
2017-06-13,11,95,20,38,23,17,27,14,5,12,0.56,558.0,114.8,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2105,0.4,0.4316,上午
2017-06-13,12,177,34,59,49,31,62,18,9,20,0.58,538.0,119.2,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1921,0.3333,0.452,午间
2017-06-13,13,136,26,51,34,24,45,19,13,16,0.6,534.0,120.9,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1912,0.375,0.4706,午间
2017-06-13,14,108,21,40,29,18,35,15,6,10,0.65,490.0,97.4,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1944,0.3704,0.463,下午
2017-06-13,15,132,29,43,32,23,50,18,15,19,0.53,473.0,124.0,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2197,0.3258,0.5152,下午
2017-06-13,16,197,43,67,44,36,61,23,17,13,0.5,590.0,124.0,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2183,0.3401,0.4264,下午
2017-06-13,17,223,41,80,53,41,80,30,18,26,0.58,605.0,98.1,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1839,0.3587,0.4933,晚高峰
2017-06-13,18,316,70,102,76,60,123,56,25,28,0.67,541.0,98.8,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2215,0.3228,0.5665,晚高峰
2017-06-13,19,420,82,146,104,84,163,61,37,40,0.61,550.0,129.8,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1952,0.3476,0.5333,晚高峰
2017-06-13,20,336,70,104,73,69,117,55,24,36,0.68,577.0,117.8,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2083,0.3095,0.5119,晚间
2017-06-13,21,121,21,36,30,24,32,17,6,10,0.67,500.0,137.4,大雨,29.0,False,演唱会,2017,6,2,1,False,0.1736,0.2975,0.405,晚间
2017-06-13,22,76,16,25,17,14,25,14,5,9,0.58,591.0,116.1,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2105,0.3289,0.5132,晚间
2017-06-13,23,61,13,18,15,13,20,5,5,7,0.36,489.0,114.8,大雨,29.0,False,演唱会,2017,6,2,1,False,0.2131,0.2951,0.4098,深夜
2017-06-14,6,164,34,55,43,27,50,24,8,13,0.73,472.0,109.2,阴,28.1,False,演唱会,2017,6,2,2,False,0.2073,0.3354,0.4512,早高峰
2017-06-14,7,265,53,82,66,55,82,30,29,33,0.77,454.0,132.9,阴,28.1,False,演唱会,2017,6,2,2,False,0.2,0.3094,0.4226,早高峰
2017-06-14,8,417,76,136,107,75,131,58,31,37,0.63,517.0,107.0,阴,28.1,False,演唱会,2017,6,2,2,False,0.1823,0.3261,0.4532,早高峰
2017-06-14,9,248,46,88,53,54,90,32,27,26,0.45,606.0,95.3,阴,28.1,False,演唱会,2017,6,2,2,False,0.1855,0.3548,0.4919,上午
2017-06-14,10,280,52,105,66,57,112,45,30,39,0.56,544.0,133.8,阴,28.1,False,演唱会,2017,6,2,2,False,0.1857,0.375,0.5607,上午
2017-06-14,11,274,48,104,69,56,80,47,28,23,0.54,548.0,121.4,阴,28.1,False,演唱会,2017,6,2,2,False,0.1752,0.3796,0.4635,上午
2017-06-14,12,251,42,100,71,50,99,36,20,20,0.53,557.0,129.4,阴,28.1,False,演唱会,2017,6,2,2,False,0.1673,0.3984,0.5378,午间
2017-06-14,13,283,61,104,64,54,108,52,29,33,0.51,479.0,115.7,阴,28.1,False,演唱会,2017,6,2,2,False,0.2155,0.3675,0.5654,午间
2017-06-14,14,253,44,83,56,47,97,50,27,29,0.43,453.0,114.9,阴,28.1,False,演唱会,2017,6,2,2,False,0.1739,0.3281,0.581,下午
2017-06-14,15,296,58,99,79,51,90,28,20,22,0.46,531.0,120.2,阴,28.1,False,演唱会,2017,6,2,2,False,0.1959,0.3345,0.3986,下午
2017-06-14,16,343,61,118,93,72,109,54,29,47,0.43,515.0,99.5,阴,28.1,False,演唱会,2017,6,2,2,False,0.1778,0.344,0.4752,下午
2017-06-14,17,478,107,189,102,91,164,73,31,39,0.49,457.0,121.9,阴,28.1,False,演唱会,2017,6,2,2,False,0.2238,0.3954,0.4958,晚高峰
2017-06-14,18,639,108,219,157,132,279,87,56,84,0.59,559.0,121.6,阴,28.1,False,演唱会,2017,6,2,2,False,0.169,0.3427,0.5728,晚高峰
2017-06-14,19,661,148,253,176,127,221,88,40,59,0.47,572.0,125.3,阴,28.1,False,演唱会,2017,6,2,2,False,0.2239,0.3828,0.4675,晚高峰
2017-06-14,20,596,114,196,162,115,188,104,42,51,0.65,475.0,141.1,阴,28.1,False,演唱会,2017,6,2,2,False,0.1913,0.3289,0.4899,晚间
2017-06-14,21,303,52,94,85,61,107,40,19,37,0.53,610.0,107.4,阴,28.1,False,演唱会,2017,6,2,2,False,0.1716,0.3102,0.4851,晚间
2017-06-14,22,147,30,45,40,28,70,26,13,26,0.52,472.0,129.7,阴,28.1,False,演唱会,2017,6,2,2,False,0.2041,0.3061,0.6531,晚间
2017-06-14,23,134,25,43,32,24,61,25,15,14,0.58,512.0,133.8,阴,28.1,False,演唱会,2017,6,2,2,False,0.1866,0.3209,0.6418,深夜
2017-06-15,6,423,74,146,113,73,170,63,28,68,0.98,907.0,208.5,阴,24.8,True,演唱会,2017,6,2,3,False,0.1749,0.3452,0.5508,早高峰
2017-06-15,7,785,155,266,168,150,277,90,43,60,0.6675696531849081,890.0,238.9,阴,24.8,True,演唱会,2017,6,2,3,False,0.1975,0.3389,0.4675,早高峰
2017-06-15,8,790,164,262,189,177,317,98,48,87,0.98,895.0,176.6,阴,24.8,True,演唱会,2017,6,2,3,False,0.2076,0.3316,0.5253,早高峰
2017-06-15,9,612,106,206,171,122,180,98,32,63,0.98,828.0,236.8,阴,24.8,True,演唱会,2017,6,2,3,False,0.1732,0.3366,0.4542,上午
2017-06-15,10,770,163,236,204,161,245,99,67,75,0.98,991.0,191.6,阴,24.8,True,演唱会,2017,6,2,3,False,0.2117,0.3065,0.4468,上午
2017-06-15,11,757,148,255,163,156,192,72,46,70,0.98,1033.0,233.3,阴,24.8,True,演唱会,2017,6,2,3,False,0.1955,0.3369,0.3487,上午
2017-06-15,12,805,182,322,176,157,258,106,50,102,0.98,918.0,222.5,阴,24.8,True,演唱会,2017,6,2,3,False,0.2261,0.4,0.4522,午间
2017-06-15,13,1039,203,338,288,194,413,173,108,98,0.9607108309031416,1161.0,237.6,阴,24.8,True,演唱会,2017,6,2,3,False,0.1954,0.3253,0.564,午间
2017-06-15,14,798,149,271,177,168,319,172,69,97,0.7051134539045236,683.0,215.1,阴,24.8,True,演唱会,2017,6,2,3,False,0.1867,0.3396,0.6153,下午
2017-06-15,15,1090,221,333,238,243,496,157,91,181,0.98,870.0,183.7,阴,24.8,True,演唱会,2017,6,2,3,False,0.2028,0.3055,0.5991,下午
2017-06-15,16,1395,251,428,389,295,547,247,163,119,0.6588308318363687,739.0,321.8,阴,24.8,True,演唱会,2017,6,2,3,False,0.1799,0.3068,0.5692,下午
2017-06-15,17,1957,444,740,427,410,709,252,163,192,0.8846156649672228,732.0,187.5,阴,24.8,True,演唱会,2017,6,2,3,False,0.2269,0.3781,0.4911,晚高峰
2017-06-15,18,3125,533,1080,798,596,1243,460,270,440,0.98,886.0,198.8,阴,24.8,True,演唱会,2017,6,2,3,False,0.1706,0.3456,0.545,晚高峰
2017-06-15,19,3780,841,1301,848,796,1459,503,419,578,0.98,972.0,191.4,阴,24.8,True,演唱会,2017,6,2,3,False,0.2225,0.3442,0.519,晚高峰
2017-06-15,20,2419,527,944,628,545,834,276,139,234,0.98,1002.0,169.2,阴,24.8,True,演唱会,2017,6,2,3,False,0.2179,0.3902,0.4589,晚间
2017-06-15,21,967,182,324,210,179,400,173,75,132,0.98,992.0,160.0,阴,24.8,True,演唱会,2017,6,2,3,False,0.1882,0.3351,0.5926,晚间
2017-06-15,22,406,81,122,100,81,146,60,28,50,0.98,906.0,168.6,阴,24.8,True,演唱会,2017,6,2,3,False,0.1995,0.3005,0.5074,晚间
2017-06-15,23,199,41,77,54,40,49,20,11,16,0.7430863954995087,697.0,261.8,阴,24.8,True,演唱会,2017,6,2,3,False,0.206,0.3869,0.3467,深夜
2017-06-16,6,489,83,190,131,102,185,63,34,69,0.7619272332820884,882.0,212.8,多云,28.0,True,商业活动,2017,6,2,4,False,0.1697,0.3885,0.5072,早高峰
2017-06-16,7,665,145,258,176,142,230,69,60,88,0.7220676562503308,1081.0,331.8,多云,28.0,True,商业活动,2017,6,2,4,False,0.218,0.388,0.4496,早高峰
2017-06-16,8,866,167,297,243,181,339,158,56,79,0.7388166086341228,836.0,221.1,多云,28.0,True,商业活动,2017,6,2,4,False,0.1928,0.343,0.5739,早高峰
2017-06-16,9,823,162,293,192,170,318,141,78,106,0.98,835.0,200.9,多云,28.0,True,商业活动,2017,6,2,4,False,0.1968,0.356,0.5577,上午
2017-06-16,10,691,131,248,153,143,224,117,52,84,0.98,875.0,233.0,多云,28.0,True,商业活动,2017,6,2,4,False,0.1896,0.3589,0.4935,上午
2017-06-16,11,674,136,265,157,127,219,112,58,60,0.9022629281032462,816.0,286.8,多云,28.0,True,商业活动,2017,6,2,4,False,0.2018,0.3932,0.4911,上午
2017-06-16,12,894,156,295,198,169,296,96,48,72,0.8003488533526617,1041.0,233.5,多云,28.0,True,商业活动,2017,6,2,4,False,0.1745,0.33,0.4385,午间
2017-06-16,13,1180,253,432,259,242,419,152,133,163,0.9203204276610985,843.0,220.8,多云,28.0,True,商业活动,2017,6,2,4,False,0.2144,0.3661,0.4839,午间
2017-06-16,14,1163,242,427,309,264,474,188,136,194,0.98,1027.0,244.5,多云,28.0,True,商业活动,2017,6,2,4,False,0.2081,0.3672,0.5692,下午
2017-06-16,15,1287,266,402,348,225,431,169,94,154,0.8497072976282316,984.0,185.4,多云,28.0,True,商业活动,2017,6,2,4,False,0.2067,0.3124,0.4662,下午
2017-06-16,16,1773,406,657,451,394,642,222,137,220,0.98,768.0,218.4,多云,28.0,True,商业活动,2017,6,2,4,False,0.229,0.3706,0.4873,下午
2017-06-16,17,2257,408,873,498,503,747,248,146,224,0.98,871.0,174.1,多云,28.0,True,商业活动,2017,6,2,4,False,0.1808,0.3868,0.4409,晚高峰
2017-06-16,18,3422,671,1369,977,772,1646,710,444,305,0.98,771.0,209.7,多云,28.0,True,商业活动,2017,6,2,4,False,0.1961,0.4001,0.6885,晚高峰
2017-06-16,19,4325,980,1563,1232,887,1502,556,303,566,0.98,784.0,188.5,多云,28.0,True,商业活动,2017,6,2,4,False,0.2266,0.3614,0.4758,晚高峰
2017-06-16,20,3629,806,1428,863,747,1367,604,258,524,0.9517012752040034,711.0,226.1,多云,28.0,True,商业活动,2017,6,2,4,False,0.2221,0.3935,0.5431,晚间
2017-06-16,21,1230,241,430,267,226,433,159,68,104,0.9033148012312984,645.0,205.1,多云,28.0,True,商业活动,2017,6,2,4,False,0.1959,0.3496,0.4813,晚间
2017-06-16,22,599,110,229,164,125,190,93,49,52,0.6686898574189013,1000.0,191.8,多云,28.0,True,商业活动,2017,6,2,4,False,0.1836,0.3823,0.4725,晚间
2017-06-16,23,246,55,74,57,45,73,30,25,21,0.8322595067931996,820.0,296.6,多云,28.0,True,商业活动,2017,6,2,4,False,0.2236,0.3008,0.4187,深夜
2017-06-17,6,206,38,68,56,41,65,22,20,19,0.64,546.0,116.4,晴,26.2,False,演唱会,2017,6,2,5,True,0.1845,0.3301,0.4223,早高峰
2017-06-17,7,358,67,125,83,78,127,42,34,48,0.64,611.0,100.3,晴,26.2,False,演唱会,2017,6,2,5,True,0.1872,0.3492,0.4721,早高峰
2017-06-17,8,391,76,132,104,69,97,52,32,35,0.54,481.0,117.4,晴,26.2,False,演唱会,2017,6,2,5,True,0.1944,0.3376,0.3811,早高峰
2017-06-17,9,449,79,154,96,95,176,84,56,48,0.61,546.0,134.0,晴,26.2,False,演唱会,2017,6,2,5,True,0.1759,0.343,0.5791,上午
2017-06-17,10,667,144,217,176,133,257,118,49,63,0.83,462.0,99.9,晴,26.2,False,演唱会,2017,6,2,5,True,0.2159,0.3253,0.5622,上午
2017-06-17,11,749,151,279,210,168,303,127,54,115,0.76,469.0,141.4,晴,26.2,False,演唱会,2017,6,2,5,True,0.2016,0.3725,0.5741,上午
2017-06-17,12,848,189,298,237,161,222,96,77,90,0.52,489.0,106.9,晴,26.2,False,演唱会,2017,6,2,5,True,0.2229,0.3514,0.375,午间
2017-06-17,13,684,122,213,177,152,234,129,81,96,0.72,594.0,119.8,晴,26.2,False,演唱会,2017,6,2,5,True,0.1784,0.3114,0.5307,午间
2017-06-17,14,650,134,207,159,131,187,84,52,41,0.61,575.0,103.5,晴,26.2,False,演唱会,2017,6,2,5,True,0.2062,0.3185,0.4169,下午
2017-06-17,15,598,104,202,138,114,172,74,31,51,0.43,603.0,112.2,晴,26.2,False,演唱会,2017,6,2,5,True,0.1739,0.3378,0.4114,下午
