inspection_id,date,zone,equipment_name,equipment_type,health_score,status,last_maintenance_date,next_maintenance_date,anomaly_type,risk_level,temperature_reading,vibration_reading,power_consumption,estimated_lifespan_days,year,month,quarter,days_since_last_maintenance,days_to_next_maintenance,health_grade,has_anomaly
INS015036,2018-10-19,消防区,消防广播,通信,76,正常,2018-05-24,2018-12-21,,低,31.4,2.31,14.1,604,2018,10,4,148,63,良好,False
INS015037,2018-10-19,消防区,防火卷帘,结构,89,正常,2018-05-03,2019-01-15,,低,27.5,1.74,49.0,3089,2018,10,4,169,88,良好,False
INS015038,2018-10-19,消防区,消防电话,通信,83,正常,2018-07-12,2018-12-31,,低,45.1,1.55,3.9,988,2018,10,4,99,73,良好,False
INS015039,2018-10-19,消防区,应急照明,电气,72,正常,2018-09-08,2018-11-19,,低,62.4,1.95,71.5,1929,2018,10,4,41,31,良好,False
INS015040,2018-10-19,电力区,主变压器,电气,76,正常,2018-09-12,2018-12-13,,低,56.1,1.84,74.0,1779,2018,10,4,37,55,良好,False
INS015041,2018-10-19,电力区,备用发电机,机械,50,预警,2018-05-14,2018-11-25,,中,55.0,5.47,29.1,640,2018,10,4,158,37,一般,False
INS015042,2018-10-19,电力区,UPS电源,电气,77,正常,2018-08-05,2019-01-09,,低,43.0,2.55,82.9,2140,2018,10,4,75,82,良好,False
INS015043,2018-10-19,电力区,配电柜,电气,93,正常,2018-07-26,2018-11-24,,低,59.8,1.83,71.9,1973,2018,10,4,85,36,优秀,False
INS015044,2018-10-19,电力区,电缆线路,电气,100,正常,2018-05-21,2019-01-03,,低,51.5,1.7,98.1,2063,2018,10,4,151,76,优秀,False
INS015045,2018-10-19,电力区,稳压器,电气,74,正常,2018-07-02,2018-11-25,,低,49.1,2.29,87.0,1550,2018,10,4,109,37,良好,False
INS015046,2018-10-19,电力区,电容补偿柜,电气,91,正常,2018-06-03,2019-01-02,,低,50.8,-0.13,66.8,2586,2018,10,4,138,75,优秀,False
INS015047,2018-10-19,电力区,接地系统,电气,83,正常,2018-05-31,2019-01-05,,低,49.6,0.37,88.8,1603,2018,10,4,141,78,良好,False
INS015048,2018-10-19,电力区,电力监控,控制,82,正常,2018-07-14,2018-11-19,,低,39.2,2.42,57.7,972,2018,10,4,97,31,良好,False
INS015049,2018-10-19,电力区,柴油储罐,机械,74,正常,2018-06-16,2018-12-25,,低,62.3,4.66,42.7,995,2018,10,4,125,67,良好,False
INS015050,2018-10-28,A区,座椅系统,结构,89,正常,2018-07-28,2019-01-21,,低,18.6,1.85,47.9,2880,2018,10,4,92,85,良好,False
INS015051,2018-10-28,A区,空调机组,暖通,76,正常,2018-07-01,2019-01-24,,低,66.4,2.87,117.9,1188,2018,10,4,119,88,良好,False
INS015052,2018-10-28,A区,照明系统,电气,91,正常,2018-06-30,2018-12-16,,低,50.0,1.53,81.4,2130,2018,10,4,120,49,优秀,False
INS015053,2018-10-28,A区,消防喷淋,消防,88,正常,2018-06-07,2018-12-05,,低,42.8,1.76,35.1,2392,2018,10,4,143,38,良好,False
INS015054,2018-10-28,A区,监控摄像头,安防,93,正常,2018-09-03,2019-01-01,,低,23.4,3.28,56.3,1673,2018,10,4,55,65,优秀,False
INS015055,2018-10-28,A区,通风管道,暖通,87,正常,2018-05-27,2018-12-06,,低,51.5,4.09,115.4,1475,2018,10,4,154,39,良好,False
INS015056,2018-10-28,A区,应急照明,电气,86,正常,2018-05-10,2019-01-05,,低,61.3,2.43,84.8,1618,2018,10,4,171,69,良好,False
INS015057,2018-10-28,A区,排水系统,结构,87,正常,2018-09-14,2019-01-24,,低,24.2,1.85,33.5,3644,2018,10,4,44,88,良好,False
INS015058,2018-10-28,A区,隔音墙板,结构,85,正常,2018-09-19,2019-01-12,,低,14.3,0.19,18.6,2832,2018,10,4,39,76,良好,False
INS015059,2018-10-28,A区,电子显示屏,电气,75,正常,2018-08-21,2019-01-18,,低,54.7,2.19,112.6,2126,2018,10,4,68,82,良好,False
INS015060,2018-10-28,B区,座椅系统,结构,89,正常,2018-09-12,2018-12-28,,低,33.8,1.75,39.9,3708,2018,10,4,46,61,良好,False
INS015061,2018-10-28,B区,空调机组,暖通,88,正常,2018-05-03,2018-12-31,,低,38.2,2.31,105.5,1177,2018,10,4,178,64,良好,False
INS015062,2018-10-28,B区,照明系统,电气,81,正常,2018-07-28,2018-12-03,,低,68.3,1.65,49.9,1689,2018,10,4,92,36,良好,False
INS015063,2018-10-28,B区,消防喷淋,消防,93,正常,2018-05-05,2019-01-04,,低,25.6,1.22,35.1,1691,2018,10,4,176,68,优秀,False
INS015064,2018-10-28,B区,监控摄像头,安防,82,正常,2018-06-15,2018-12-06,,低,27.7,2.47,29.5,877,2018,10,4,135,39,良好,False
INS015065,2018-10-28,B区,通风管道,暖通,79,正常,2018-09-02,2019-01-23,,低,39.8,5.35,104.2,1206,2018,10,4,56,87,良好,False
INS015066,2018-10-28,B区,应急照明,电气,80,正常,2018-07-21,2019-01-11,,低,54.2,1.84,63.1,2204,2018,10,4,99,75,良好,False
INS015067,2018-10-28,B区,排水系统,结构,92,正常,2018-09-03,2019-01-03,,低,33.6,2.44,45.0,2360,2018,10,4,55,67,优秀,False
INS015068,2018-10-28,B区,隔音墙板,结构,90,正常,2018-07-21,2018-11-27,,低,25.0,1.98,28.2,3462,2018,10,4,99,30,优秀,False
INS015069,2018-10-28,B区,电子显示屏,电气,90,正常,2018-09-21,2018-12-04,,低,55.0,1.53,74.3,2190,2018,10,4,37,37,优秀,False
INS015070,2018-10-28,C区,座椅系统,结构,89,正常,2018-08-30,2019-01-12,,低,30.1,1.79,41.4,3393,2018,10,4,59,76,良好,False
INS015071,2018-10-28,C区,空调机组,暖通,76,正常,2018-07-28,2019-01-25,,低,53.4,4.34,104.0,1567,2018,10,4,92,89,良好,False
INS015072,2018-10-28,C区,照明系统,电气,80,正常,2018-08-14,2018-12-18,,低,60.9,2.72,88.4,1411,2018,10,4,75,51,良好,False
INS015073,2018-10-28,C区,消防喷淋,消防,83,正常,2018-05-15,2018-12-02,,低,35.0,1.0,27.3,2428,2018,10,4,166,35,良好,False
INS015074,2018-10-28,C区,监控摄像头,安防,88,正常,2018-08-05,2018-12-03,,低,26.6,1.23,23.7,1636,2018,10,4,84,36,良好,False
INS015075,2018-10-28,C区,通风管道,暖通,95,正常,2018-05-06,2019-01-12,,低,47.4,2.37,128.0,2176,2018,10,4,175,76,优秀,False
INS015076,2018-10-28,C区,应急照明,电气,91,正常,2018-07-01,2019-01-01,,低,44.1,1.92,97.9,2337,2018,10,4,119,65,优秀,False
INS015077,2018-10-28,C区,排水系统,结构,89,正常,2018-09-05,2018-12-31,,低,29.6,1.24,33.0,3368,2018,10,4,53,64,良好,False
INS015078,2018-10-28,C区,隔音墙板,结构,95,正常,2018-09-07,2018-12-08,,低,26.4,1.26,32.3,4370,2018,10,4,51,41,优秀,False
INS015079,2018-10-28,C区,电子显示屏,电气,81,正常,2018-08-09,2018-12-31,,低,38.5,0.71,92.0,2077,2018,10,4,80,64,良好,False
INS015080,2018-10-28,VIP区,座椅系统,结构,95,正常,2018-07-02,2019-01-15,,低,32.1,1.5,22.2,4139,2018,10,4,118,79,优秀,False
INS015081,2018-10-28,VIP区,空调机组,暖通,71,正常,2018-09-06,2018-12-17,,低,43.6,4.5,90.9,1634,2018,10,4,52,50,良好,False
INS015082,2018-10-28,VIP区,照明系统,电气,80,正常,2018-08-28,2019-01-18,,低,61.6,2.02,64.8,1763,2018,10,4,61,82,良好,False
INS015083,2018-10-28,VIP区,消防喷淋,消防,86,正常,2018-07-31,2019-01-24,,低,8.4,3.11,57.8,2543,2018,10,4,89,88,良好,False
INS015084,2018-10-28,VIP区,监控摄像头,安防,88,正常,2018-05-21,2019-01-13,,低,39.6,0.36,37.1,1228,2018,10,4,160,77,良好,False
INS015085,2018-10-28,VIP区,电梯系统,运输,77,正常,2018-09-15,2018-12-12,,低,25.5,3.15,25.6,808,2018,10,4,43,45,良好,False
INS015086,2018-10-28,VIP区,通风管道,暖通,92,正常,2018-07-31,2019-01-25,,低,58.2,4.22,103.2,2015,2018,10,4,89,89,优秀,False
INS015087,2018-10-28,VIP区,应急照明,电气,76,正常,2018-05-30,2019-01-19,,低,50.3,1.34,86.4,1564,2018,10,4,151,83,良好,False
INS015088,2018-10-28,VIP区,排水系统,结构,84,正常,2018-05-16,2018-12-15,,低,20.9,1.07,43.5,3598,2018,10,4,165,48,良好,False
INS015089,2018-10-28,VIP区,电子显示屏,电气,79,正常,2018-08-25,2019-01-21,,低,56.1,2.56,66.7,1772,2018,10,4,64,85,良好,False
INS015090,2018-10-28,VIP区,贵宾接待系统,控制,87,正常,2018-07-28,2018-12-17,,低,44.9,2.58,24.8,1329,2018,10,4,92,50,良好,False
INS015091,2018-10-28,舞台区,液压升降台,机械,74,正常,2018-07-27,2018-11-29,,低,50.2,3.74,40.3,612,2018,10,4,93,32,良好,False
INS015092,2018-10-28,舞台区,舞台灯光,电气,84,正常,2018-08-12,2018-11-28,,低,80.4,2.02,82.6,1406,2018,10,4,77,31,良好,False
INS015093,2018-10-28,舞台区,音响系统,电气,82,正常,2018-09-12,2019-01-01,,低,52.0,-0.11,79.1,1942,2018,10,4,46,65,良好,False
INS015094,2018-10-28,舞台区,烟雾机,特效,50,预警,2018-07-03,2018-12-04,,中,21.5,2.35,63.6,360,2018,10,4,117,37,一般,False
INS015095,2018-10-28,舞台区,吊挂系统,机械,65,预警,2018-06-23,2018-12-22,,低,62.4,4.41,2.4,815,2018,10,4,127,55,一般,False
INS015096,2018-10-28,舞台区,旋转舞台,机械,77,正常,2018-08-10,2018-11-27,,低,71.5,5.05,52.6,1016,2018,10,4,79,30,良好,False
INS015097,2018-10-28,舞台区,LED地屏,电气,74,正常,2018-07-06,2018-12-15,,低,55.5,2.08,69.0,1967,2018,10,4,114,48,良好,False
INS015098,2018-10-28,舞台区,舞台幕布,结构,83,正常,2018-05-24,2018-12-03,,低,32.6,1.59,46.6,3455,2018,10,4,157,36,良好,False
INS015099,2018-10-28,舞台区,线缆卷扬机,机械,87,正常,2018-06-26,2018-12-05,,低,57.6,4.71,25.1,766,2018,10,4,124,38,良好,False
INS015100,2018-10-28,舞台区,舞台监控,安防,85,正常,2018-06-25,2018-12-14,,低,31.6,3.49,30.2,895,2018,10,4,125,47,良好,False
INS015101,2018-10-28,灯光区,主灯阵列,电气,73,正常,2018-09-26,2019-01-02,,低,62.1,0.56,92.3,1854,2018,10,4,32,66,良好,False
INS015102,2018-10-28,灯光区,追光灯,电气,88,正常,2018-08-24,2019-01-01,,低,59.3,3.24,67.0,2442,2018,10,4,65,65,良好,False
INS015103,2018-10-28,灯光区,灯光控制台,控制,72,正常,2018-06-21,2018-12-21,,低,56.1,2.28,17.1,725,2018,10,4,129,54,良好,False
INS015104,2018-10-28,灯光区,配电柜,电气,88,正常,2018-07-17,2019-01-20,,低,52.0,3.48,52.9,1620,2018,10,4,103,84,良好,False
INS015105,2018-10-28,灯光区,散热系统,暖通,80,正常,2018-08-02,2019-01-20,,低,57.8,1.83,127.3,1508,2018,10,4,87,84,良好,False
INS015106,2018-10-28,灯光区,特效灯,电气,85,正常,2018-09-05,2019-01-24,,低,50.8,2.72,77.4,1392,2018,10,4,53,88,良好,False
INS015107,2018-10-28,灯光区,激光投影,电气,84,正常,2018-08-29,2019-01-12,,低,58.5,2.94,45.2,1800,2018,10,4,60,76,良好,False
INS015108,2018-10-28,灯光区,灯光桁架,结构,96,正常,2018-09-04,2019-01-05,,低,26.2,0.44,42.7,3915,2018,10,4,54,69,优秀,False
INS015109,2018-10-28,灯光区,调光器,电气,78,正常,2018-08-19,2019-01-19,电压异常,低,52.6,2.49,90.4,1604,2018,10,4,70,83,良好,True
INS015110,2018-10-28,灯光区,信号放大器,通信,86,正常,2018-08-04,2019-01-09,,低,22.4,2.94,25.8,908,2018,10,4,85,73,良好,False
INS015111,2018-10-28,音响区,主扩音箱,电气,81,正常,2018-07-18,2019-01-14,,低,60.8,2.63,91.1,1392,2018,10,4,102,78,良好,False
INS015112,2018-10-28,音响区,低音炮阵列,电气,84,正常,2018-08-05,2018-12-27,,低,49.4,2.86,70.8,1443,2018,10,4,84,60,良好,False
INS015113,2018-10-28,音响区,调音台,控制,64,预警,2018-05-08,2018-12-08,程序异常,低,32.5,2.65,22.6,689,2018,10,4,173,41,一般,True
INS015114,2018-10-28,音响区,无线麦克风,通信,81,正常,2018-08-14,2018-12-17,,低,40.0,3.09,40.3,848,2018,10,4,75,50,良好,False
INS015115,2018-10-28,音响区,功放系统,电气,88,正常,2018-09-13,2018-12-07,,低,59.1,2.04,56.9,1417,2018,10,4,45,40,良好,False
INS015116,2018-10-28,音响区,音频处理器,控制,84,正常,2018-09-01,2018-12-11,,低,39.2,2.15,49.4,1230,2018,10,4,57,44,良好,False
INS015117,2018-10-28,音响区,返听音箱,电气,90,正常,2018-08-15,2018-12-23,,低,49.6,2.78,99.8,1610,2018,10,4,74,56,优秀,False
INS015118,2018-10-28,音响区,信号分配器,通信,78,正常,2018-09-01,2018-11-29,,低,41.0,3.95,43.3,695,2018,10,4,57,32,良好,False
INS015119,2018-10-28,音响区,录音系统,控制,67,预警,2018-05-21,2018-12-02,,低,56.3,1.73,45.0,599,2018,10,4,160,35,一般,False
INS015120,2018-10-28,音响区,降噪系统,电气,87,正常,2018-07-18,2018-12-23,,低,53.3,2.16,85.3,2054,2018,10,4,102,56,良好,False
INS015121,2018-10-28,安防区,视频监控,安防,85,正常,2018-08-07,2018-12-14,,低,42.6,2.61,18.0,1329,2018,10,4,82,47,良好,False
INS015122,2018-10-28,安防区,门禁系统,安防,86,正常,2018-06-07,2018-12-31,,低,29.7,3.43,43.3,1546,2018,10,4,143,64,良好,False
INS015123,2018-10-28,安防区,X光安检机,安防,74,正常,2018-07-15,2019-01-09,,低,22.7,1.17,29.9,1135,2018,10,4,105,73,良好,False
INS015124,2018-10-28,安防区,金属探测器,安防,77,正常,2018-08-30,2018-12-02,,低,37.1,3.01,15.6,912,2018,10,4,59,35,良好,False
INS015125,2018-10-28,安防区,报警系统,安防,81,正常,2018-08-08,2019-01-07,,低,24.0,2.01,18.8,1342,2018,10,4,81,71,良好,False
INS015126,2018-10-28,安防区,人脸识别终端,安防,91,正常,2018-08-25,2019-01-10,,低,28.2,1.89,30.9,1181,2018,10,4,64,74,优秀,False
INS015127,2018-10-28,安防区,巡更系统,安防,82,正常,2018-08-13,2018-12-15,,低,31.1,2.37,28.1,1043,2018,10,4,76,48,良好,False
INS015128,2018-10-28,安防区,对讲系统,通信,91,正常,2018-08-17,2019-01-03,,低,27.6,1.99,25.4,1104,2018,10,4,72,67,优秀,False
INS015129,2018-10-28,安防区,防入侵传感器,安防,72,正常,2018-07-20,2018-12-15,,低,45.2,2.43,17.6,1008,2018,10,4,100,48,良好,False
INS015130,2018-10-28,安防区,安防控制台,控制,92,正常,2018-07-05,2019-01-15,,低,32.3,0.91,18.7,861,2018,10,4,115,79,优秀,False
INS015131,2018-10-28,消防区,火灾报警器,消防,81,正常,2018-08-30,2018-12-26,,低,25.3,3.1,50.5,1804,2018,10,4,59,59,良好,False
INS015132,2018-10-28,消防区,自动喷淋,消防,92,正常,2018-08-22,2018-12-31,,低,35.4,1.36,36.6,2915,2018,10,4,67,64,优秀,False
INS015133,2018-10-28,消防区,消防水泵,机械,87,正常,2018-08-03,2018-12-25,,低,60.5,3.75,29.1,1167,2018,10,4,86,58,良好,False
INS015134,2018-10-28,消防区,排烟风机,暖通,81,正常,2018-09-20,2019-01-25,,低,52.2,3.61,89.8,1913,2018,10,4,38,89,良好,False
INS015135,2018-10-28,消防区,灭火器组,消防,90,正常,2018-07-28,2018-12-06,,低,43.3,2.0,35.0,2254,2018,10,4,92,39,优秀,False
INS015136,2018-10-28,消防区,气体灭火系统,消防,85,正常,2018-05-26,2019-01-13,,低,37.8,2.16,41.4,2293,2018,10,4,155,77,良好,False
INS015137,2018-10-28,消防区,消防广播,通信,90,正常,2018-08-10,2019-01-03,,低,30.5,1.89,63.9,843,2018,10,4,79,67,优秀,False
INS015138,2018-10-28,消防区,防火卷帘,结构,91,正常,2018-08-13,2018-12-22,,低,24.2,1.07,41.7,3846,2018,10,4,76,55,优秀,False
INS015139,2018-10-28,消防区,消防电话,通信,63,预警,2018-07-27,2018-12-04,信号弱,低,33.6,2.25,33.2,628,2018,10,4,93,37,一般,True
INS015140,2018-10-28,消防区,应急照明,电气,91,正常,2018-05-15,2019-01-06,,低,60.0,2.53,54.8,2424,2018,10,4,166,70,优秀,False
INS015141,2018-10-28,电力区,主变压器,电气,78,正常,2018-08-06,2019-01-21,,低,38.0,2.09,75.0,1580,2018,10,4,83,85,良好,False
INS015142,2018-10-28,电力区,备用发电机,机械,76,正常,2018-05-16,2019-01-11,,低,56.8,4.24,22.8,764,2018,10,4,165,75,良好,False
INS015143,2018-10-28,电力区,UPS电源,电气,85,正常,2018-05-29,2018-12-07,,低,69.4,2.17,88.1,1417,2018,10,4,152,40,良好,False
INS015144,2018-10-28,电力区,配电柜,电气,86,正常,2018-09-07,2018-12-12,,低,58.8,1.36,78.3,1585,2018,10,4,51,45,良好,False
INS015145,2018-10-28,电力区,电缆线路,电气,84,正常,2018-05-15,2019-01-14,,低,63.5,1.38,75.4,1432,2018,10,4,166,78,良好,False
INS015146,2018-10-28,电力区,稳压器,电气,79,正常,2018-06-12,2018-11-27,,低,45.1,1.88,36.1,1702,2018,10,4,138,30,良好,False
INS015147,2018-10-28,电力区,电容补偿柜,电气,83,正常,2018-05-12,2018-12-17,,低,46.8,2.39,59.1,1348,2018,10,4,169,50,良好,False
INS015148,2018-10-28,电力区,接地系统,电气,77,正常,2018-08-23,2018-11-30,,低,52.6,1.3,73.0,1951,2018,10,4,66,33,良好,False
INS015149,2018-10-28,电力区,电力监控,控制,85,正常,2018-08-20,2019-01-13,,低,26.2,1.83,45.5,1108,2018,10,4,69,77,良好,False
INS015150,2018-10-28,电力区,柴油储罐,机械,100,正常,2018-06-28,2018-12-21,,低,67.1,4.82,45.6,1321,2018,10,4,122,54,优秀,False
INS015151,2018-11-04,A区,座椅系统,结构,87,正常,2018-08-16,2018-12-30,,低,45.9,0.21,-10.7,3191,2018,11,4,80,56,良好,False
INS015152,2018-11-04,A区,空调机组,暖通,64,预警,2018-07-20,2019-01-13,异响,低,45.9,3.88,115.2,818,2018,11,4,107,70,一般,True
INS015153,2018-11-04,A区,照明系统,电气,77,正常,2018-09-04,2019-01-07,,低,60.3,1.43,61.2,1568,2018,11,4,61,64,良好,False
INS015154,2018-11-04,A区,消防喷淋,消防,91,正常,2018-08-03,2019-01-12,,低,33.8,1.36,19.5,2826,2018,11,4,93,69,优秀,False
INS015155,2018-11-04,A区,监控摄像头,安防,80,正常,2018-08-22,2018-12-20,,低,24.6,2.11,11.5,1207,2018,11,4,74,46,良好,False
INS015156,2018-11-04,A区,通风管道,暖通,74,正常,2018-09-09,2019-01-08,,低,47.4,3.57,86.3,1606,2018,11,4,56,65,良好,False
INS015157,2018-11-04,A区,应急照明,电气,86,正常,2018-06-01,2019-01-12,,低,45.6,1.29,52.0,2226,2018,11,4,156,69,良好,False
INS015158,2018-11-04,A区,排水系统,结构,95,正常,2018-07-20,2018-12-20,,低,-1.5,1.39,49.0,2549,2018,11,4,107,46,优秀,False
INS015159,2018-11-04,A区,隔音墙板,结构,86,正常,2018-07-27,2019-01-01,,低,27.1,3.46,36.0,2649,2018,11,4,100,58,良好,False
INS015160,2018-11-04,A区,电子显示屏,电气,87,正常,2018-07-12,2019-01-02,,低,60.7,1.75,50.1,1480,2018,11,4,115,59,良好,False
INS015161,2018-11-04,B区,座椅系统,结构,90,正常,2018-08-12,2018-12-11,,低,28.8,2.17,32.0,3729,2018,11,4,84,37,优秀,False
INS015162,2018-11-04,B区,空调机组,暖通,66,预警,2018-06-06,2018-12-26,,低,33.9,4.15,110.5,846,2018,11,4,151,52,一般,False
INS015163,2018-11-04,B区,照明系统,电气,89,正常,2018-06-07,2019-01-27,,低,60.0,1.84,76.3,2060,2018,11,4,150,84,良好,False
INS015164,2018-11-04,B区,消防喷淋,消防,90,正常,2018-09-23,2018-12-05,,低,36.6,1.7,33.5,1825,2018,11,4,42,31,优秀,False
INS015165,2018-11-04,B区,监控摄像头,安防,75,正常,2018-07-17,2018-12-17,,低,27.7,2.1,32.7,1092,2018,11,4,110,43,良好,False
INS015166,2018-11-04,B区,通风管道,暖通,80,正常,2018-08-18,2019-01-29,,低,35.6,1.94,85.6,1768,2018,11,4,78,86,良好,False
INS015167,2018-11-04,B区,应急照明,电气,82,正常,2018-07-11,2018-12-09,,低,65.6,1.86,57.3,1312,2018,11,4,116,35,良好,False
INS015168,2018-11-04,B区,排水系统,结构,90,正常,2018-05-15,2018-12-14,,低,24.4,2.12,40.2,3934,2018,11,4,173,40,优秀,False
INS015169,2018-11-04,B区,隔音墙板,结构,85,正常,2018-08-27,2018-12-07,,低,21.2,1.19,15.1,2845,2018,11,4,69,33,良好,False
INS015170,2018-11-04,B区,电子显示屏,电气,87,正常,2018-09-14,2018-12-13,,低,45.5,2.41,66.0,2165,2018,11,4,51,39,良好,False
INS015171,2018-11-04,C区,座椅系统,结构,77,正常,2018-06-17,2019-01-23,,低,44.7,1.27,30.3,3273,2018,11,4,140,80,良好,False
INS015172,2018-11-04,C区,空调机组,暖通,69,预警,2018-08-01,2018-12-10,,低,56.2,4.34,92.1,982,2018,11,4,95,36,一般,False
INS015173,2018-11-04,C区,照明系统,电气,76,正常,2018-09-20,2018-12-25,短路,低,44.7,2.19,34.2,1340,2018,11,4,45,51,良好,True
INS015174,2018-11-04,C区,消防喷淋,消防,87,正常,2018-05-12,2018-12-26,,低,22.0,2.82,4.3,1941,2018,11,4,176,52,良好,False
INS015175,2018-11-04,C区,监控摄像头,安防,82,正常,2018-08-27,2018-12-11,,低,23.6,2.31,26.5,925,2018,11,4,69,37,良好,False
INS015176,2018-11-04,C区,通风管道,暖通,77,正常,2018-05-10,2019-01-17,,低,50.5,4.08,98.4,1550,2018,11,4,178,74,良好,False
INS015177,2018-11-04,C区,应急照明,电气,87,正常,2018-07-11,2019-01-10,,低,42.4,1.51,70.2,2374,2018,11,4,116,67,良好,False
INS015178,2018-11-04,C区,排水系统,结构,79,正常,2018-06-11,2018-12-22,,低,36.6,-0.56,28.0,2958,2018,11,4,146,48,良好,False
INS015179,2018-11-04,C区,隔音墙板,结构,85,正常,2018-08-25,2018-12-16,,低,23.5,1.51,39.8,2871,2018,11,4,71,42,良好,False
INS015180,2018-11-04,C区,电子显示屏,电气,90,正常,2018-05-16,2019-01-04,,低,60.8,2.0,76.6,2005,2018,11,4,172,61,优秀,False
INS015181,2018-11-04,VIP区,座椅系统,结构,80,正常,2018-09-15,2018-12-12,,低,27.3,0.71,43.1,3161,2018,11,4,50,38,良好,False
INS015182,2018-11-04,VIP区,空调机组,暖通,78,正常,2018-07-10,2018-12-14,,低,42.9,2.14,97.3,1187,2018,11,4,117,40,良好,False
INS015183,2018-11-04,VIP区,照明系统,电气,72,正常,2018-09-12,2018-12-06,,低,46.2,2.62,76.1,1975,2018,11,4,53,32,良好,False
INS015184,2018-11-04,VIP区,消防喷淋,消防,92,正常,2018-06-20,2019-01-08,,低,33.2,2.25,27.5,2021,2018,11,4,137,65,优秀,False
INS015185,2018-11-04,VIP区,监控摄像头,安防,82,正常,2018-05-25,2019-01-04,,低,25.5,1.9,8.4,1348,2018,11,4,163,61,良好,False
INS015186,2018-11-04,VIP区,电梯系统,运输,75,正常,2018-05-13,2018-12-31,,低,15.0,1.44,24.3,1090,2018,11,4,175,57,良好,False
INS015187,2018-11-04,VIP区,通风管道,暖通,79,正常,2018-07-06,2019-01-26,,低,45.1,2.66,106.9,1424,2018,11,4,121,83,良好,False
INS015188,2018-11-04,VIP区,应急照明,电气,78,正常,2018-08-21,2018-12-28,,低,36.2,0.69,63.6,1228,2018,11,4,75,54,良好,False
INS015189,2018-11-04,VIP区,排水系统,结构,98,正常,2018-09-12,2018-12-11,,低,25.1,3.16,37.7,3282,2018,11,4,53,37,优秀,False
INS015190,2018-11-04,VIP区,电子显示屏,电气,80,正常,2018-09-23,2019-01-09,,低,44.7,1.8,62.2,1569,2018,11,4,42,66,良好,False
INS015191,2018-11-04,VIP区,贵宾接待系统,控制,63,预警,2018-06-22,2019-01-26,,低,37.4,2.68,22.1,889,2018,11,4,135,83,一般,False
INS015192,2018-11-04,舞台区,液压升降台,机械,68,预警,2018-05-23,2018-12-23,,低,57.7,2.58,20.9,925,2018,11,4,165,49,一般,False
INS015193,2018-11-04,舞台区,舞台灯光,电气,83,正常,2018-09-14,2019-01-14,,低,52.6,2.53,57.4,1622,2018,11,4,51,71,良好,False
INS015194,2018-11-04,舞台区,音响系统,电气,76,正常,2018-07-25,2019-01-03,,低,54.0,3.14,47.2,2120,2018,11,4,102,60,良好,False
INS015195,2018-11-04,舞台区,烟雾机,特效,51,预警,2018-07-11,2018-12-21,,中,32.4,2.35,30.1,381,2018,11,4,116,47,一般,False
INS015196,2018-11-04,舞台区,吊挂系统,机械,79,正常,2018-08-04,2018-12-19,,低,60.6,4.85,2.7,920,2018,11,4,92,45,良好,False
INS015197,2018-11-04,舞台区,旋转舞台,机械,63,预警,2018-05-18,2018-12-23,,低,49.7,3.68,22.9,862,2018,11,4,170,49,一般,False
INS015198,2018-11-04,舞台区,LED地屏,电气,81,正常,2018-05-25,2019-01-29,,低,50.8,2.3,67.9,1491,2018,11,4,163,86,良好,False
INS015199,2018-11-04,舞台区,舞台幕布,结构,89,正常,2018-10-01,2019-01-19,,低,36.9,0.81,32.8,4039,2018,11,4,34,76,良好,False
INS015200,2018-11-04,舞台区,线缆卷扬机,机械,61,预警,2018-08-10,2019-01-16,异响,低,53.0,4.54,20.0,691,2018,11,4,86,73,一般,True
INS015201,2018-11-04,舞台区,舞台监控,安防,82,正常,2018-08-18,2019-01-19,,低,44.0,1.79,35.6,1396,2018,11,4,78,76,良好,False
INS015202,2018-11-04,灯光区,主灯阵列,电气,81,正常,2018-06-29,2019-01-26,,低,71.9,0.84,88.1,1480,2018,11,4,128,83,良好,False
INS015203,2018-11-04,灯光区,追光灯,电气,79,正常,2018-08-27,2019-01-08,,低,61.0,2.29,77.1,1694,2018,11,4,69,65,良好,False
INS015204,2018-11-04,灯光区,灯光控制台,控制,87,正常,2018-08-07,2018-12-15,,低,16.9,2.87,3.3,1398,2018,11,4,89,41,良好,False
INS015205,2018-11-04,灯光区,配电柜,电气,80,正常,2018-05-14,2018-12-28,,低,53.1,2.06,59.1,1313,2018,11,4,174,54,良好,False
INS015206,2018-11-04,灯光区,散热系统,暖通,65,预警,2018-07-22,2019-01-18,,低,49.1,3.85,64.6,1254,2018,11,4,105,75,一般,False
INS015207,2018-11-04,灯光区,特效灯,电气,79,正常,2018-06-04,2018-12-14,,低,65.5,2.42,78.9,1614,2018,11,4,153,40,良好,False
INS015208,2018-11-04,灯光区,激光投影,电气,77,正常,2018-09-15,2018-12-07,,低,62.5,2.82,54.5,1891,2018,11,4,50,33,良好,False
INS015209,2018-11-04,灯光区,灯光桁架,结构,85,正常,2018-08-30,2019-01-13,,低,19.8,1.52,28.8,3038,2018,11,4,66,70,良好,False
INS015210,2018-11-04,灯光区,调光器,电气,87,正常,2018-08-19,2018-12-23,,低,56.7,2.69,82.6,1717,2018,11,4,77,49,良好,False
INS015211,2018-11-04,灯光区,信号放大器,通信,84,正常,2018-08-20,2018-12-27,,低,26.2,0.59,36.6,1172,2018,11,4,76,53,良好,False
INS015212,2018-11-04,音响区,主扩音箱,电气,84,正常,2018-06-16,2018-12-23,,低,61.4,1.57,98.7,1682,2018,11,4,141,49,良好,False
