date,quarter,year,event_type,event_name,total_tickets,sold_tickets,avg_ticket_price,total_revenue,vip_revenue,merchandise_revenue,sponsor_revenue,month,sell_rate,revenue_per_ticket,vip_revenue_ratio,sponsor_revenue_ratio,is_weekend
2018-01-14,1,2018,演唱会,2018林俊杰圣所演唱会,50309,43721,629.74,27532862.54,13905197.67,346451.16,3916679.07,1,0.869,629.74,0.505,0.1423,True
2018-01-17,1,2018,体育赛事,法国超级杯北京站,52451,32093,224.13,7193004.09,2241276.38,53158.36,1311582.9,1,0.6119,224.13,0.3116,0.1823,False
2018-01-18,1,2018,体育赛事,2018NFL中国赛,47515,42987,211.52,9092610.24,1592693.3,82111.25,2243806.27,1,0.9047,211.52,0.1752,0.2468,False
2018-01-20,1,2018,演唱会,2018林俊杰圣所演唱会,27956,23942,1085.87,25997899.54,11905088.8,617228.59,3935318.32,1,0.8564,1085.87,0.4579,0.1514,True
2018-01-21,1,2018,展览,2018中国品牌日展览,16867,12557,89.9,1128874.3,230916.26,10805.63,276691.55,1,0.7445,89.9,0.2046,0.2451,True
2018-01-21,1,2018,体育赛事,2018国际田联钻石联赛,47026,28687,240.01,6885166.87,2326347.53,44380.0,1791891.68,1,0.61,240.01,0.3379,0.2603,True
2018-01-22,1,2018,文化活动,春节文化庙会,27829,18093,451.51,8169170.43,2497476.97,54828.89,1255604.33,1,0.6501,451.51,0.3057,0.1537,False
2018-01-26,1,2018,演唱会,陈奕迅Fear and Dreams,47228,45507,595.64,27105789.48,14058169.75,370060.07,3327349.11,1,0.9636,595.64,0.5186,0.1228,False
2018-01-26,1,2018,演唱会,2018Coldplay北京演唱会,51073,47271,545.98,25809020.58,8315756.57,430993.43,2990560.95,1,0.9256,545.98,0.3222,0.1159,False
2018-01-28,1,2018,体育赛事,2018中超联赛北京德比,59426,51476,356.34,18342957.84,3834125.13,165259.18,3407215.09,1,0.8662,356.34,0.209,0.1858,True
2018-01-29,1,2018,体育赛事,2018世界田径锦标赛,57854,36679,509.87,18701521.73,3189050.55,121059.02,4739666.16,1,0.634,509.87,0.1705,0.2534,False
2018-01-30,1,2018,演唱会,2018张学友经典世界巡演,54169,48700,731.98,35647426.0,11815416.14,779743.31,3586088.94,1,0.899,731.98,0.3315,0.1006,False
2018-01-31,1,2018,体育赛事,全国田径锦标赛,56777,51241,566.64,29035200.24,7459451.7,311492.64,7331357.7,1,0.9025,566.64,0.2569,0.2525,False
2018-02-02,1,2018,演唱会,王力宏龙的传人巡演,38648,34028,546.73,18604128.44,6047653.71,400953.77,2086514.41,2,0.8805,546.73,0.3251,0.1122,False
2018-02-05,1,2018,体育赛事,NBA中国赛北京站,51410,31701,219.36,6953931.36,1258762.84,73822.35,1863712.38,2,0.6166,219.36,0.181,0.268,False
2018-02-11,1,2018,演唱会,2018林俊杰圣所演唱会,41679,39216,535.66,21006442.56,10446097.88,380787.64,3741452.49,2,0.9409,535.66,0.4973,0.1781,True
2018-02-12,1,2018,展览,北京国际科技博览会,20421,17318,83.45,1445187.1,192977.26,22036.02,268365.43,2,0.848,83.45,0.1335,0.1857,False
2018-02-13,1,2018,展览,2018国际消费电子展,22135,18304,53.4,977433.6,205690.71,8422.3,174480.05,2,0.8269,53.4,0.2104,0.1785,False
2018-02-22,1,2018,商业活动,世界500强企业峰会,7235,6285,645.94,4059732.9,2117168.52,12625.4,1666680.64,2,0.8687,645.94,0.5215,0.4105,False
2018-02-23,1,2018,演唱会,Coldplay北京演唱会,28007,24530,1385.86,33995145.8,10292545.08,470362.55,5849300.44,2,0.8759,1385.86,0.3028,0.1721,False
2018-02-25,1,2018,商业活动,2018国际商务大会,4330,4068,722.23,2938031.64,1461967.3,9566.59,1026263.51,2,0.9395,722.23,0.4976,0.3493,True
2018-02-25,1,2018,演唱会,华晨宇火星演唱会,49141,42439,684.98,29069866.22,12289408.44,354624.39,4594703.77,2,0.8636,684.98,0.4228,0.1581,True
2018-02-28,1,2018,演唱会,2018Coldplay北京演唱会,27231,24402,910.24,22211676.48,6379886.64,411251.76,2629357.09,2,0.8961,910.24,0.2872,0.1184,False
2018-03-01,1,2018,体育赛事,2018NBA中国赛北京站,69731,62362,265.32,16545885.84,4785257.49,170397.61,3987681.43,3,0.8943,265.32,0.2892,0.241,False
2018-03-03,1,2018,体育赛事,NFL中国赛,55777,35529,404.13,14358334.77,2628865.66,139444.98,4287575.68,3,0.637,404.13,0.1831,0.2986,True
2018-03-03,1,2018,商业活动,2018行业峰会论坛,6465,6109,2052.5,12538722.5,9800068.92,43721.07,3894692.12,3,0.9449,2052.5,0.7816,0.3106,True
2018-03-04,1,2018,商业活动,2018企业年会盛典,17260,16264,1919.69,31221838.16,22411063.28,226275.57,11184934.82,3,0.9423,1919.69,0.7178,0.3582,True
2018-03-05,1,2018,演唱会,BTS巡演北京站,49888,48032,1052.74,50565207.68,25419270.1,700642.3,6014401.16,3,0.9628,1052.74,0.5027,0.1189,False
2018-03-06,1,2018,展览,全球创新科技展,31928,24285,150.82,3662663.7,296294.43,30096.11,740057.5,3,0.7606,150.82,0.0809,0.2021,False
2018-03-12,1,2018,商业活动,2018互联网大会开幕式,9006,7370,776.6,5723542.0,3300617.8,19585.13,2215017.72,3,0.8183,776.6,0.5767,0.387,False
2018-03-13,1,2018,演唱会,孙燕姿克卜勒巡演,37948,36946,1024.71,37858935.66,11113374.96,472796.05,5743887.48,3,0.9736,1024.71,0.2935,0.1517,False
2018-03-17,1,2018,演唱会,2018五月天人生无限公司,52941,45724,1339.91,61266044.84,31356133.16,1392468.92,10220420.44,3,0.8637,1339.91,0.5118,0.1668,True
2018-03-19,1,2018,商业活动,2018品牌周年庆典,4571,3948,2206.52,8711340.96,7651276.82,46091.91,3824308.46,3,0.8637,2206.52,0.8783,0.439,False
2018-03-20,1,2018,体育赛事,2018中国足协杯决赛,63212,43124,598.88,25826101.12,7058100.59,139997.09,7422169.51,3,0.6822,598.88,0.2733,0.2874,False
2018-03-21,1,2018,文化活动,2018鸟巢光影秀,43831,34861,514.93,17950974.73,1591486.49,135764.02,3281806.69,3,0.7954,514.93,0.0887,0.1828,False
2018-03-22,1,2018,展览,2018国际消费电子展,22246,17795,163.83,2915354.85,529745.11,41799.02,403094.31,3,0.7999,163.83,0.1817,0.1383,False
2018-03-24,1,2018,体育赛事,2018世界斯诺克中国公开赛,64562,56968,316.66,18039486.88,4366429.57,202406.56,3596371.35,3,0.8824,316.66,0.242,0.1994,True
2018-03-27,1,2018,体育赛事,世界斯诺克中国公开赛,50795,35532,639.1,22708501.2,7798812.82,240286.77,4323986.65,3,0.6995,639.1,0.3434,0.1904,False
2018-03-28,1,2018,体育赛事,2018NBA中国赛北京站,51566,46575,582.84,27145773.0,5606364.33,272818.93,7904627.57,3,0.9032,582.84,0.2065,0.2912,False
2018-03-29,1,2018,展览,2018国际文创博览会,24931,20850,269.52,5619492.0,1066343.87,59139.63,1154164.87,3,0.8363,269.52,0.1898,0.2054,False
2018-04-01,2,2018,演唱会,2018毛不易小王巡演,71966,65197,1041.42,67897459.74,28078160.05,1357988.3,8186494.66,4,0.9059,1041.42,0.4135,0.1206,True
2018-04-01,2,2018,演唱会,2018林俊杰圣所演唱会,60947,58802,1893.23,111325710.46,49585970.88,2568907.6,12876030.9,4,0.9648,1893.23,0.4454,0.1157,True
2018-04-03,2,2018,体育赛事,2018全国田径锦标赛,74001,66296,526.82,34926058.72,5840809.75,205648.47,8342928.11,4,0.8959,526.82,0.1672,0.2389,False
2018-04-03,2,2018,体育赛事,2018国际足球友谊赛,81165,51617,393.68,20320580.56,5897835.12,124884.79,3892268.88,4,0.636,393.68,0.2902,0.1915,False
2018-04-05,2,2018,体育赛事,国际田联钻石联赛,64445,39199,368.66,14451103.34,3641765.69,80354.55,3196121.29,4,0.6083,368.66,0.252,0.2212,False
2018-04-08,2,2018,演唱会,2018Taylor Swift世界巡演北京站,37137,32005,1766.35,56532031.75,28032509.35,832288.86,7558804.44,4,0.8618,1766.35,0.4959,0.1337,True
2018-04-08,2,2018,展览,国际航空航天展,39442,23904,89.25,2133432.0,326055.16,34886.82,357344.93,4,0.6061,89.25,0.1528,0.1675,True
2018-04-08,2,2018,展览,北京国际科技博览会,21142,13696,130.42,1786232.32,431369.8,23215.36,228592.55,4,0.6478,130.42,0.2415,0.128,True
2018-04-08,2,2018,展览,国际航空航天展,39778,33421,143.32,4789897.72,509339.71,65101.26,887864.29,4,0.8402,143.32,0.1063,0.1854,True
2018-04-13,2,2018,展览,2018国际文创博览会,18063,11469,307.4,3525570.6,573074.18,42425.46,733112.01,4,0.6349,307.4,0.1625,0.2079,False
2018-04-15,2,2018,文化活动,2018央视春晚分会场,44756,29157,195.69,5705733.33,1122278.64,70529.9,1200512.42,4,0.6515,195.69,0.1967,0.2104,True
2018-04-18,2,2018,商业活动,创业大赛总决赛,16563,13781,1496.5,20623266.5,6382080.04,143384.66,7028239.42,4,0.832,1496.5,0.3095,0.3408,False
2018-04-21,2,2018,演唱会,2018毛不易小王巡演,57000,52403,1415.97,74201075.91,32244183.45,1395182.15,6802368.07,4,0.9194,1415.97,0.4346,0.0917,True
2018-04-21,2,2018,演唱会,2018薛之谦天外来物巡演,64220,56217,724.58,40733713.86,13031832.22,845091.63,5419311.95,4,0.8754,724.58,0.3199,0.133,True
2018-04-22,2,2018,体育赛事,2018NBA中国赛北京站,57222,41774,509.66,21290536.84,6380856.94,132038.53,5773455.32,4,0.73,509.66,0.2997,0.2712,True
2018-04-23,2,2018,文化活动,2018鸟巢光影秀,44353,39139,583.63,22842694.57,2608887.46,262398.64,2985647.65,4,0.8824,583.63,0.1142,0.1307,False
2018-04-25,2,2018,文化活动,2018北京国际电影节开幕式,35470,26696,561.65,14993808.4,4342691.56,205877.36,1659106.76,4,0.7526,561.65,0.2896,0.1107,False
2018-04-26,2,2018,演唱会,2018华晨宇火星演唱会,54823,47667,695.86,33169558.62,15734305.51,552837.36,5334851.91,4,0.8695,695.86,0.4744,0.1608,False
2018-04-28,2,2018,演唱会,2018毛不易小王巡演,41517,35992,1075.78,38719473.76,15821562.32,496472.49,3607530.29,4,0.8669,1075.78,0.4086,0.0932,True
2018-04-29,2,2018,文化活动,2018北京国际电影节开幕式,34383,29779,298.71,8895285.09,1457520.91,83205.73,1264955.6,4,0.8661,298.71,0.1639,0.1422,True
2018-04-29,2,2018,体育赛事,2018世界田径锦标赛,76489,56057,401.74,22520339.18,4449894.51,226037.87,4590327.57,4,0.7329,401.74,0.1976,0.2038,True
2018-04-30,2,2018,体育赛事,2018NBA中国赛北京站,64644,45049,495.88,22338898.12,8675653.13,196930.43,5567298.64,4,0.6969,495.88,0.3884,0.2492,False
2018-05-01,2,2018,演唱会,2018Coldplay北京演唱会,74801,67617,813.76,55024009.92,18029765.7,868584.48,8651246.56,5,0.904,813.76,0.3277,0.1572,False
2018-05-03,2,2018,文化活动,2018中国传统文化周,30819,24267,607.36,14738805.12,1985373.17,89893.74,2210766.6,5,0.7874,607.36,0.1347,0.15,False
2018-05-05,2,2018,商业活动,2018明星代言签约仪式,8480,6552,1920.65,12584098.8,9966249.39,100330.77,4855377.45,5,0.7726,1920.65,0.792,0.3858,True
2018-05-05,2,2018,演唱会,2018孙燕姿克卜勒巡演,69480,60089,1464.17,87980511.13,30351929.11,2157070.21,8583200.75,5,0.8648,1464.17,0.345,0.0976,True
2018-05-07,2,2018,演唱会,周杰伦巡回演唱会,46888,41593,1880.4,78211477.2,49912080.84,1174718.05,13149676.47,5,0.8871,1880.4,0.6382,0.1681,False
2018-05-10,2,2018,体育赛事,NBA中国赛北京站,60888,42625,631.3,26909162.5,4356683.07,238583.37,6453690.75,5,0.7001,631.3,0.1619,0.2398,False
2018-05-10,2,2018,演唱会,2018BTS巡演北京站,78091,74550,1967.95,146710672.5,72202775.34,2339382.48,17582962.52,5,0.9547,1967.95,0.4921,0.1198,False
2018-05-12,2,2018,商业活动,国际商务大会,7022,6080,2064.49,12552099.2,6937639.5,87136.64,5191809.74,5,0.8659,2064.49,0.5527,0.4136,True
2018-05-13,2,2018,演唱会,2018Ed Sheeran中国巡演,72807,66700,761.26,50776042.0,26077381.92,1003790.13,8172035.78,5,0.9161,761.26,0.5136,0.1609,True
2018-05-13,2,2018,展览,2018北京国际科技博览会,49315,30308,322.52,9774936.16,797979.47,144287.15,1687644.12,5,0.6146,322.52,0.0816,0.1727,True
2018-05-13,2,2018,商业活动,2018金融峰会,23869,19636,1472.03,28904781.08,12868767.37,128458.54,10611547.32,5,0.8227,1472.03,0.4452,0.3671,True
2018-05-14,2,2018,展览,2018全球创新科技展,45439,29215,231.67,6768239.05,1027260.22,83379.19,1151906.19,5,0.6429,231.67,0.1518,0.1702,False
2018-05-15,2,2018,演唱会,2018张杰未LIVE巡演,80240,74766,1239.74,92690400.84,37712409.58,2093815.7,9583472.07,5,0.9318,1239.74,0.4069,0.1034,False
2018-05-17,2,2018,体育赛事,2018意大利超级杯,76124,47694,650.37,31018746.78,7892785.76,249475.93,5550058.47,5,0.6265,650.37,0.2545,0.1789,False
2018-05-19,2,2018,展览,全球创新科技展,36322,29287,81.26,2379861.62,370975.28,39076.94,434969.97,5,0.8063,81.26,0.1559,0.1828,True
2018-05-20,2,2018,体育赛事,2018世界田径锦标赛,75770,67192,762.11,51207695.12,6467206.23,407225.08,9445640.48,5,0.8868,762.11,0.1263,0.1845,True
2018-05-23,2,2018,演唱会,Ed Sheeran中国巡演,72550,65224,2047.94,133574838.56,29664124.43,3212615.67,19347713.13,5,0.899,2047.94,0.2221,0.1448,False
2018-05-25,2,2018,体育赛事,2018全国田径锦标赛,89589,55142,405.15,22340781.3,6164438.31,117890.13,4701747.31,5,0.6155,405.15,0.2759,0.2105,False
2018-05-26,2,2018,体育赛事,2018北京马拉松起点仪式,65381,40347,546.05,22031479.35,3443977.93,169182.03,5807021.37,5,0.6171,546.05,0.1563,0.2636,True
2018-05-26,2,2018,体育赛事,2018意大利超级杯,81429,50081,618.24,30962077.44,7366420.81,204371.24,8742893.88,5,0.615,618.24,0.2379,0.2824,True
2018-05-28,2,2018,体育赛事,2018国际足球友谊赛,88126,70959,526.87,37386168.33,6995324.25,320122.52,7397099.76,5,0.8052,526.87,0.1871,0.1979,False
2018-05-29,2,2018,文化活动,2018鸟巢新年音乐会,44812,30386,217.27,6601966.22,1470749.26,90107.49,891937.54,5,0.6781,217.27,0.2228,0.1351,False
2018-05-29,2,2018,演唱会,2018BTS巡演北京站,41843,36622,1491.9,54636361.8,33134876.19,1254065.6,6027528.2,5,0.8752,1491.9,0.6065,0.1103,False
2018-05-29,2,2018,体育赛事,2018意大利超级杯,71938,62836,759.42,47718915.12,11302892.13,291917.09,13573274.76,5,0.8735,759.42,0.2369,0.2844,False
2018-06-01,2,2018,文化活动,2018鸟巢光影秀,69284,51108,444.85,22735393.8,3222096.92,185775.43,2841647.24,6,0.7377,444.85,0.1417,0.125,False
2018-06-01,2,2018,演唱会,李荣浩纵横四海巡演,58098,53191,2409.9,128184990.9,33001950.78,2132134.48,19838573.5,6,0.9155,2409.9,0.2575,0.1548,False
2018-06-02,2,2018,体育赛事,2018国际马术大师赛,96451,57960,344.92,19991563.2,5342685.44,188978.96,4360802.92,6,0.6009,344.92,0.2672,0.2181,True
2018-06-02,2,2018,展览,2018北京国际科技博览会,30000,24266,192.97,4682610.02,717460.1,38303.19,1129727.74,6,0.8089,192.97,0.1532,0.2413,True
2018-06-02,2,2018,演唱会,2018张学友经典世界巡演,49751,43615,1715.09,74803650.35,37617547.31,1801893.99,9603269.42,6,0.8767,1715.09,0.5029,0.1284,True
2018-06-02,2,2018,体育赛事,2018中超联赛北京德比,90338,70273,630.78,44326802.94,7582957.04,309676.73,9551861.23,6,0.7779,630.78,0.1711,0.2155,True
2018-06-03,2,2018,体育赛事,2018NBA中国赛北京站,78991,52018,602.58,31345006.44,7744013.26,173055.75,7069984.19,6,0.6585,602.58,0.2471,0.2256,True
2018-06-05,2,2018,文化活动,鸟巢新年音乐会,47569,35757,495.11,17703648.27,2038885.0,200248.56,2883898.81,6,0.7517,495.11,0.1152,0.1629,False
2018-06-08,2,2018,体育赛事,2018亚洲田径锦标赛,95529,82860,369.73,30635827.8,7105679.41,155144.7,5520878.4,6,0.8674,369.73,0.2319,0.1802,False
2018-06-08,2,2018,商业活动,科技产品首发仪式,13719,11622,2608.5,30315987.0,24115743.62,200690.19,8864666.53,6,0.8471,2608.5,0.7955,0.2924,False
2018-06-10,2,2018,展览,2018未来生活体验展,26787,20298,303.77,6165923.46,952865.56,82255.65,1444861.77,6,0.7578,303.77,0.1545,0.2343,True
2018-06-12,2,2018,演唱会,2018Coldplay北京演唱会,62542,56907,2053.21,116842021.47,37069051.26,2523905.38,19475873.26,6,0.9099,2053.21,0.3173,0.1667,False
2018-06-13,2,2018,演唱会,2018张学友经典世界巡演,71758,66326,906.27,60109264.02,27894364.66,1417713.68,7848204.27,6,0.9243,906.27,0.4641,0.1306,False
2018-06-16,2,2018,演唱会,林俊杰圣所演唱会,88877,81534,1668.7,136055785.8,50824404.74,2923642.72,16475442.79,6,0.9174,1668.7,0.3736,0.1211,True
2018-06-17,2,2018,演唱会,2018薛之谦天外来物巡演,62214,60201,2322.18,139797558.18,59972008.98,2325263.48,12595028.59,6,0.9676,2322.18,0.429,0.0901,True
2018-06-17,2,2018,商业活动,2018明星代言签约仪式,15792,12869,3566.49,45897159.81,17267290.51,249106.29,15862054.25,6,0.8149,3566.49,0.3762,0.3456,True
2018-06-18,2,2018,演唱会,2018薛之谦天外来物巡演,76060,69460,1747.85,121405661.0,46253366.2,2311913.94,11303836.61,6,0.9132,1747.85,0.381,0.0931,False
2018-06-19,2,2018,演唱会,王力宏龙的传人巡演,93379,82933,1721.72,142787404.76,63553854.17,2493686.79,24895742.87,6,0.8881,1721.72,0.4451,0.1744,False
2018-06-19,2,2018,商业活动,品牌周年庆典,18507,14426,2450.19,35346440.94,25675583.17,271761.93,15285600.63,6,0.7795,2450.19,0.7264,0.4325,False
2018-06-19,2,2018,商业活动,2018国际商务大会,29694,23785,3195.26,75999259.1,50322049.85,358402.57,27535813.85,6,0.801,3195.26,0.6621,0.3623,False
2018-06-21,2,2018,商业活动,2018世界500强企业峰会,21044,19439,2601.87,50577750.93,34562580.04,380744.79,13855875.68,6,0.9237,2601.87,0.6834,0.274,False
2018-06-22,2,2018,演唱会,2018邓紫棋启示录巡演,56703,54186,2387.42,129364740.12,56456546.92,3072592.38,14497424.6,6,0.9556,2387.42,0.4364,0.1121,False
2018-06-23,2,2018,演唱会,2018Taylor Swift世界巡演北京站,87069,77696,2320.62,180302891.52,61758073.43,3909552.61,15860414.67,6,0.8923,2320.62,0.3425,0.088,True
2018-06-27,2,2018,演唱会,邓紫棋启示录巡演,52257,48901,1613.23,78888560.23,47219478.58,1622536.59,6709121.55,6,0.9358,1613.23,0.5986,0.085,False
2018-06-29,2,2018,展览,2018国际摄影大展,44669,29137,445.04,12967130.48,1427999.25,187086.72,2546731.69,6,0.6523,445.04,0.1101,0.1964,False
2018-06-29,2,2018,商业活动,2018行业峰会论坛,14972,13143,993.28,13054679.04,6550481.47,97110.59,3369636.45,6,0.8778,993.28,0.5018,0.2581,False
2018-06-30,2,2018,展览,北京国际科技博览会,40538,31668,192.24,6087856.32,472227.5,107914.96,1210798.24,6,0.7812,192.24,0.0776,0.1989,True
2018-06-30,2,2018,演唱会,李荣浩纵横四海巡演,74704,68182,2111.14,143941747.48,35230203.53,2128803.83,22140410.75,6,0.9127,2111.14,0.2448,0.1538,True
2018-07-02,3,2018,展览,2018国际消费电子展,42124,26126,129.59,3385668.34,396368.41,45151.85,821787.59,7,0.6202,129.59,0.1171,0.2427,False
2018-07-04,3,2018,体育赛事,全国运动会田径项目,109146,89081,1018.84,90759286.04,25258396.82,462384.16,15821667.82,7,0.8162,1018.84,0.2783,0.1743,False
2018-07-05,3,2018,文化活动,2018鸟巢新年音乐会,50846,44177,726.52,32095474.04,6056509.81,437987.73,5058766.42,7,0.8688,726.52,0.1887,0.1576,False
2018-07-07,3,2018,商业活动,2018企业年会盛典,15104,12604,1700.58,21434110.32,8450748.34,103180.28,6434465.07,7,0.8345,1700.58,0.3943,0.3002,True
2018-07-07,3,2018,文化活动,2018中秋赏月晚会,49769,44631,628.69,28059063.39,5691083.93,192278.95,6091749.03,7,0.8968,628.69,0.2028,0.2171,True
2018-07-08,3,2018,文化活动,2018世界文化遗产日庆典,80532,54934,258.25,14186705.5,2838383.28,165046.08,1674958.36,7,0.6821,258.25,0.2001,0.1181,True
2018-07-09,3,2018,文化活动,2018鸟巢光影秀,88155,61173,653.23,39960038.79,6943948.78,331161.85,7952694.48,7,0.6939,653.23,0.1738,0.199,False
2018-07-10,3,2018,体育赛事,北京马拉松起点仪式,87643,69869,745.72,52102710.68,10169891.25,314668.19,12147492.0,7,0.7972,745.72,0.1952,0.2331,False
2018-07-11,3,2018,演唱会,2018王力宏龙的传人巡演,70896,64502,1329.56,85759279.12,20683545.86,2028867.74,8667747.5,7,0.9098,1329.56,0.2412,0.1011,False
2018-07-15,3,2018,演唱会,2018周杰伦巡回演唱会,94142,86842,1459.39,126736346.38,43482361.24,2404611.15,15679163.08,7,0.9225,1459.39,0.3431,0.1237,True
2018-07-17,3,2018,体育赛事,2018北京马拉松起点仪式,125239,109030,882.58,96227697.4,17559136.07,856619.44,26969873.65,7,0.8706,882.58,0.1825,0.2803,False
2018-07-17,3,2018,展览,2018国际消费电子展,41373,32906,124.91,4110288.46,794559.07,49251.54,758889.74,7,0.7953,124.91,0.1933,0.1846,False
2018-07-17,3,2018,文化活动,2018中国传统文化周,41726,28113,282.7,7947545.1,1402177.6,98931.65,1032822.94,7,0.6738,282.7,0.1764,0.13,False
2018-07-18,3,2018,演唱会,Coldplay北京演唱会,88389,80917,2727.22,220678460.74,107137891.72,4100770.12,39093550.28,7,0.9155,2727.22,0.4855,0.1772,False
2018-07-18,3,2018,演唱会,2018薛之谦天外来物巡演,107284,96979,1606.54,155800642.66,83208676.71,3564728.34,27973750.04,7,0.9039,1606.54,0.5341,0.1795,False
2018-07-18,3,2018,演唱会,2018Coldplay北京演唱会,70842,62418,2561.02,159853746.36,43461636.81,2969366.45,21745683.2,7,0.8811,2561.02,0.2719,0.136,False
2018-07-18,3,2018,展览,2018国际消费电子展,38888,31257,284.26,8885114.82,897016.45,145354.75,1237894.79,7,0.8038,284.26,0.101,0.1393,False
2018-07-18,3,2018,体育赛事,2018国际田联钻石联赛,97672,71250,704.63,50204887.5,6782068.33,458692.57,14980259.97,7,0.7295,704.63,0.1351,0.2984,False
2018-07-21,3,2018,展览,国际消费电子展,51234,35872,459.56,16485336.32,2046075.31,243264.89,3141030.4,7,0.7002,459.56,0.1241,0.1905,True
2018-07-23,3,2018,文化活动,2018央视春晚分会场,65469,57188,873.51,49954289.88,6776771.32,316674.06,7196432.74,7,0.8735,873.51,0.1357,0.1441,False
2018-07-23,3,2018,体育赛事,2018全国运动会田径项目,95411,69828,565.47,39485639.16,13170425.86,371683.72,10271825.94,7,0.7319,565.47,0.3335,0.2601,False
2018-07-25,3,2018,体育赛事,2018北京马拉松起点仪式,113893,87355,442.95,38693897.25,8333020.69,389817.38,10997358.85,7,0.767,442.95,0.2154,0.2842,False
2018-07-25,3,2018,演唱会,2018BLACKPINK世界巡演北京站,75751,66666,2452.87,163523031.42,47253817.38,3634272.64,18192651.06,7,0.8801,2452.87,0.289,0.1113,False
2018-07-26,3,2018,文化活动,非遗文化展示周,84839,63569,413.1,26260353.9,4323931.22,333500.54,5686584.82,7,0.7493,413.1,0.1647,0.2165,False
2018-07-26,3,2018,体育赛事,2018NBA中国赛北京站,86621,72193,666.63,48126019.59,12631219.98,289669.19,10150571.47,7,0.8334,666.63,0.2625,0.2109,False
2018-07-26,3,2018,演唱会,五月天人生无限公司,84185,81257,2666.62,216681541.34,133469350.47,2894618.93,20124237.54,7,0.9652,2666.62,0.616,0.0929,False
2018-07-26,3,2018,文化活动,2018中国传统文化周,57385,43588,424.99,18524464.12,2746987.85,196936.17,2297376.35,7,0.7596,424.99,0.1483,0.124,False
2018-07-26,3,2018,体育赛事,2018中超联赛北京德比,83536,73925,848.44,62720927.0,22901798.85,396958.78,10444653.68,7,0.8849,848.44,0.3651,0.1665,False
2018-07-27,3,2018,展览,2018数字艺术沉浸展,59717,41808,255.6,10686124.8,1257983.36,159522.6,2492279.88,7,0.7001,255.6,0.1177,0.2332,False
2018-07-28,3,2018,文化活动,2018冰雪文化节,66305,52677,757.11,39882283.47,8259489.21,258473.55,8475226.15,7,0.7945,757.11,0.2071,0.2125,True
2018-07-29,3,2018,演唱会,邓紫棋启示录巡演,64457,59990,2419.96,145173400.4,69200294.73,2009167.29,24424991.93,7,0.9307,2419.96,0.4767,0.1682,True
2018-07-29,3,2018,文化活动,2018鸟巢新年音乐会,61327,50434,480.47,24232023.98,4775942.47,309130.65,4297946.79,7,0.8224,480.47,0.1971,0.1774,True
2018-08-02,3,2018,体育赛事,亚洲田径锦标赛,92918,68749,587.58,40395537.42,7900256.54,242860.31,10272131.12,8,0.7399,587.58,0.1956,0.2543,False
2018-08-04,3,2018,体育赛事,中国足协杯决赛,110233,97994,477.53,46795074.82,7172850.84,539816.39,10826414.17,8,0.889,477.53,0.1533,0.2314,True
2018-08-05,3,2018,演唱会,林俊杰圣所演唱会,86594,83900,1308.76,109804964.0,36932280.58,2179498.62,10584448.79,8,0.9689,1308.76,0.3363,0.0964,True
2018-08-06,3,2018,体育赛事,2018意大利超级杯,81407,49201,1093.12,53782597.12,8703984.78,575876.21,15241870.45,8,0.6044,1093.12,0.1618,0.2834,False
2018-08-07,3,2018,文化活动,2018国潮音乐节,81108,56703,639.09,36238320.27,4090994.79,450076.15,6491398.92,8,0.6991,639.09,0.1129,0.1791,False
2018-08-08,3,2018,体育赛事,2018意大利超级杯,93414,70097,1043.11,73118881.67,18409537.94,483216.69,19188402.56,8,0.7504,1043.11,0.2518,0.2624,False
2018-08-09,3,2018,商业活动,创业大赛总决赛,29923,22520,3756.21,84589849.2,46695877.73,644667.04,21560108.39,8,0.7526,3756.21,0.552,0.2549,False
2018-08-09,3,2018,文化活动,中秋赏月晚会,84021,67292,849.16,57141674.72,6412912.64,782978.44,10383217.46,8,0.8009,849.16,0.1122,0.1817,False
2018-08-12,3,2018,体育赛事,国际田联钻石联赛,109051,95251,569.85,54278782.35,6597227.36,292867.13,8983640.04,8,0.8735,569.85,0.1215,0.1655,True
2018-08-12,3,2018,体育赛事,2018NBA中国赛北京站,103596,82856,881.97,73076506.32,12157483.46,852997.23,16891483.56,8,0.7998,881.97,0.1664,0.2311,True
2018-08-13,3,2018,展览,2018未来生活体验展,39853,28622,142.43,4076631.46,380009.33,41019.18,953739.6,8,0.7182,142.43,0.0932,0.234,False
2018-08-15,3,2018,文化活动,2018鸟巢新年音乐会,58817,41709,715.31,29834864.79,4213994.18,405220.5,3801456.71,8,0.7091,715.31,0.1412,0.1274,False
2018-08-16,3,2018,商业活动,2018电商购物节开幕式,25121,22811,1626.69,37106425.59,21622388.12,187484.44,10993511.16,8,0.908,1626.69,0.5827,0.2963,False
2018-08-22,3,2018,商业活动,2018科技产品首发仪式,32712,26482,2624.03,69489562.46,60145128.08,322700.59,25862070.6,8,0.8096,2624.03,0.8655,0.3722,False
2018-08-23,3,2018,体育赛事,2018全国田径锦标赛,81338,50209,727.57,36530562.13,11398429.7,209415.99,9987353.0,8,0.6173,727.57,0.312,0.2734,False
2018-08-25,3,2018,体育赛事,2018中国足协杯决赛,112427,83341,753.86,62827446.26,22348557.98,529835.22,11852670.86,8,0.7413,753.86,0.3557,0.1887,True
