date,source_city,source_province,source_lat,source_lng,visitor_count,avg_stay_days,avg_spending,transport_mode,dest_lat,dest_lng
2018-02-02,南通,江苏,31.98,120.8943,15,2.1,560.0,自驾,39.9929,116.3966
2018-02-02,盐城,江苏,33.3478,120.1615,8,2.3,563.0,自驾,39.9929,116.3966
2018-02-02,台州,浙江,28.6563,121.4208,5,3.5,693.0,飞机,39.9929,116.3966
2018-02-02,金华,浙江,29.0795,119.6495,9,2.4,560.0,飞机,39.9929,116.3966
2018-02-02,漳州,福建,24.5128,117.6471,2,3.0,700.0,飞机,39.9929,116.3966
2018-02-09,上海,上海,31.2304,121.4737,93,2.7,754.0,高铁,39.9929,116.3966
2018-02-09,广州,广东,23.1291,113.2644,26,3.1,908.0,自驾,39.9929,116.3966
2018-02-09,深圳,广东,22.5431,114.0579,30,3.4,935.0,大巴,39.9929,116.3966
2018-02-09,成都,四川,30.5728,104.0668,45,3.3,994.0,飞机,39.9929,116.3966
2018-02-09,重庆,重庆,29.4316,106.9123,50,3.6,905.0,高铁,39.9929,116.3966
2018-02-09,杭州,浙江,30.2741,120.1551,40,3.3,685.0,飞机,39.9929,116.3966
2018-02-09,武汉,湖北,30.5928,114.3055,28,3.4,706.0,高铁,39.9929,116.3966
2018-02-09,南京,江苏,32.0603,118.7969,24,2.5,650.0,高铁,39.9929,116.3966
2018-02-09,天津,天津,39.3434,117.3616,75,1.7,538.0,大巴,39.9929,116.3966
2018-02-09,苏州,江苏,31.299,120.5853,44,2.9,847.0,飞机,39.9929,116.3966
2018-02-09,西安,陕西,34.3416,108.9398,26,3.3,948.0,大巴,39.9929,116.3966
2018-02-09,长沙,湖南,28.2282,112.9388,14,2.5,700.0,高铁,39.9929,116.3966
2018-02-09,沈阳,辽宁,41.8057,123.4315,27,2.3,568.0,大巴,39.9929,116.3966
2018-02-09,青岛,山东,36.0671,120.3826,39,1.6,543.0,自驾,39.9929,116.3966
2018-02-09,郑州,河南,34.7466,113.6254,44,2.3,561.0,高铁,39.9929,116.3966
2018-02-09,大连,辽宁,38.914,121.6147,22,1.8,505.0,自驾,39.9929,116.3966
2018-02-09,东莞,广东,23.043,113.7633,14,3.2,889.0,飞机,39.9929,116.3966
2018-02-09,宁波,浙江,29.8683,121.544,15,2.3,669.0,高铁,39.9929,116.3966
2018-02-09,厦门,福建,24.4798,118.0894,6,3.0,675.0,高铁,39.9929,116.3966
2018-02-09,福州,福建,26.0745,119.2965,10,3.8,757.0,飞机,39.9929,116.3966
2018-02-09,合肥,安徽,31.8206,117.2272,21,2.5,692.0,大巴,39.9929,116.3966
2018-02-09,昆明,云南,25.0389,102.7183,8,3.6,924.0,飞机,39.9929,116.3966
2018-02-09,哈尔滨,黑龙江,45.8038,126.535,15,2.9,718.0,高铁,39.9929,116.3966
2018-02-09,济南,山东,36.6512,116.9972,26,2.7,560.0,大巴,39.9929,116.3966
2018-02-09,佛山,广东,23.0218,113.1218,8,3.4,881.0,高铁,39.9929,116.3966
2018-02-09,长春,吉林,43.8171,125.3235,12,2.9,681.0,飞机,39.9929,116.3966
2018-02-09,温州,浙江,28.0001,120.6722,10,3.9,913.0,飞机,39.9929,116.3966
2018-02-09,石家庄,河北,38.0428,114.5149,36,2.4,742.0,大巴,39.9929,116.3966
2018-02-09,南宁,广西,22.817,108.3665,6,3.3,698.0,飞机,39.9929,116.3966
2018-02-09,贵阳,贵州,26.647,106.6302,6,2.7,773.0,飞机,39.9929,116.3966
2018-02-09,南昌,江西,28.682,115.8579,8,3.2,619.0,大巴,39.9929,116.3966
2018-02-09,太原,山西,37.8706,112.5489,11,2.8,757.0,高铁,39.9929,116.3966
2018-02-09,烟台,山东,37.4638,121.4479,15,1.8,532.0,自驾,39.9929,116.3966
2018-02-09,无锡,江苏,31.4912,120.3119,22,3.5,753.0,高铁,39.9929,116.3966
2018-02-09,兰州,甘肃,36.0611,103.8343,3,2.3,680.0,高铁,39.9929,116.3966
2018-02-09,珠海,广东,22.271,113.5767,2,3.7,917.0,飞机,39.9929,116.3966
2018-02-09,海口,海南,20.044,110.1999,1,4.2,975.0,高铁,39.9929,116.3966
2018-02-09,呼和浩特,内蒙古,40.8422,111.7491,6,1.9,450.0,高铁,39.9929,116.3966
2018-02-09,乌鲁木齐,新疆,43.793,87.6168,2,4.1,666.0,大巴,39.9929,116.3966
2018-02-09,银川,宁夏,38.4872,106.2309,2,2.9,665.0,高铁,39.9929,116.3966
2018-02-09,西宁,青海,36.6171,101.7782,2,2.8,564.0,高铁,39.9929,116.3966
2018-02-09,保定,河北,38.8739,115.4646,22,1.7,489.0,高铁,39.9929,116.3966
2018-02-09,唐山,河北,39.6309,118.1802,20,2.2,610.0,自驾,39.9929,116.3966
2018-02-09,廊坊,河北,39.5246,116.6839,13,1.1,458.0,自驾,39.9929,116.3966
2018-02-09,秦皇岛,河北,39.9354,119.6006,7,2.3,662.0,自驾,39.9929,116.3966
2018-02-09,张家口,河北,40.7675,114.8867,8,1.4,396.0,自驾,39.9929,116.3966
2018-02-09,承德,河北,40.951,117.9632,4,1.3,507.0,高铁,39.9929,116.3966
2018-02-09,常州,江苏,31.8106,119.9741,9,2.7,760.0,飞机,39.9929,116.3966
2018-02-09,徐州,江苏,34.2614,117.1847,20,1.9,507.0,高铁,39.9929,116.3966
2018-02-09,扬州,江苏,32.3942,119.4126,9,3.3,588.0,飞机,39.9929,116.3966
2018-02-09,绍兴,浙江,30.0,120.5833,7,3.7,935.0,大巴,39.9929,116.3966
2018-02-09,嘉兴,浙江,30.7469,120.7555,10,2.1,612.0,大巴,39.9929,116.3966
2018-02-09,泉州,福建,24.8741,118.6757,6,4.0,755.0,大巴,39.9929,116.3966
2018-02-09,洛阳,河南,34.6197,112.454,13,2.3,559.0,高铁,39.9929,116.3966
2018-02-09,桂林,广西,25.2742,110.2992,4,3.0,645.0,飞机,39.9929,116.3966
2018-02-09,中山,广东,22.5171,113.3926,3,3.2,648.0,自驾,39.9929,116.3966
2018-02-09,惠州,广东,23.1116,114.416,5,4.1,829.0,飞机,39.9929,116.3966
2018-02-09,潍坊,山东,36.7069,119.1619,13,2.3,621.0,高铁,39.9929,116.3966
2018-02-09,临沂,山东,35.1041,118.3564,10,2.6,594.0,大巴,39.9929,116.3966
2018-02-09,南通,江苏,31.98,120.8943,13,3.3,766.0,高铁,39.9929,116.3966
2018-02-09,盐城,江苏,33.3478,120.1615,10,2.2,656.0,大巴,39.9929,116.3966
2018-02-09,台州,浙江,28.6563,121.4208,6,2.4,658.0,高铁,39.9929,116.3966
2018-02-09,金华,浙江,29.0795,119.6495,11,2.8,535.0,飞机,39.9929,116.3966
2018-02-09,漳州,福建,24.5128,117.6471,4,2.8,548.0,飞机,39.9929,116.3966
2018-02-16,上海,上海,31.2304,121.4737,108,2.9,1040.0,自驾,39.9929,116.3966
2018-02-16,广州,广东,23.1291,113.2644,44,3.7,834.0,飞机,39.9929,116.3966
2018-02-16,深圳,广东,22.5431,114.0579,35,4.4,860.0,高铁,39.9929,116.3966
2018-02-16,成都,四川,30.5728,104.0668,39,2.8,868.0,自驾,39.9929,116.3966
2018-02-16,重庆,重庆,29.4316,106.9123,66,3.2,687.0,飞机,39.9929,116.3966
2018-02-16,杭州,浙江,30.2741,120.1551,38,3.1,885.0,飞机,39.9929,116.3966
2018-02-16,武汉,湖北,30.5928,114.3055,32,2.4,765.0,高铁,39.9929,116.3966
2018-02-16,南京,江苏,32.0603,118.7969,33,2.4,835.0,高铁,39.9929,116.3966
2018-02-16,天津,天津,39.3434,117.3616,56,1.8,533.0,飞机,39.9929,116.3966
2018-02-16,苏州,江苏,31.299,120.5853,27,2.1,643.0,飞机,39.9929,116.3966
2018-02-16,西安,陕西,34.3416,108.9398,26,2.4,813.0,高铁,39.9929,116.3966
2018-02-16,长沙,湖南,28.2282,112.9388,18,3.8,986.0,高铁,39.9929,116.3966
2018-02-16,沈阳,辽宁,41.8057,123.4315,25,2.0,635.0,自驾,39.9929,116.3966
2018-02-16,青岛,山东,36.0671,120.3826,25,2.3,758.0,自驾,39.9929,116.3966
2018-02-16,郑州,河南,34.7466,113.6254,36,2.6,846.0,高铁,39.9929,116.3966
2018-02-16,大连,辽宁,38.914,121.6147,24,2.3,546.0,高铁,39.9929,116.3966
2018-02-16,东莞,广东,23.043,113.7633,12,3.0,703.0,飞机,39.9929,116.3966
2018-02-16,宁波,浙江,29.8683,121.544,15,3.7,904.0,飞机,39.9929,116.3966
2018-02-16,厦门,福建,24.4798,118.0894,8,3.1,766.0,高铁,39.9929,116.3966
2018-02-16,福州,福建,26.0745,119.2965,8,2.8,672.0,飞机,39.9929,116.3966
2018-02-16,合肥,安徽,31.8206,117.2272,22,2.8,770.0,飞机,39.9929,116.3966
2018-02-16,昆明,云南,25.0389,102.7183,8,3.6,908.0,高铁,39.9929,116.3966
2018-02-16,哈尔滨,黑龙江,45.8038,126.535,16,3.3,606.0,高铁,39.9929,116.3966
2018-02-16,济南,山东,36.6512,116.9972,22,1.7,639.0,自驾,39.9929,116.3966
2018-02-16,佛山,广东,23.0218,113.1218,8,3.7,966.0,飞机,39.9929,116.3966
2018-02-16,长春,吉林,43.8171,125.3235,19,2.7,741.0,高铁,39.9929,116.3966
2018-02-16,温州,浙江,28.0001,120.6722,9,3.9,904.0,高铁,39.9929,116.3966
2018-02-16,石家庄,河北,38.0428,114.5149,32,2.6,674.0,自驾,39.9929,116.3966
2018-02-16,南宁,广西,22.817,108.3665,8,3.2,596.0,飞机,39.9929,116.3966
2018-02-16,贵阳,贵州,26.647,106.6302,5,3.5,756.0,飞机,39.9929,116.3966
2018-02-16,南昌,江西,28.682,115.8579,7,2.6,680.0,飞机,39.9929,116.3966
2018-02-16,太原,山西,37.8706,112.5489,12,2.4,713.0,高铁,39.9929,116.3966
2018-02-16,烟台,山东,37.4638,121.4479,20,3.0,707.0,高铁,39.9929,116.3966
2018-02-16,无锡,江苏,31.4912,120.3119,12,2.1,669.0,飞机,39.9929,116.3966
2018-02-16,兰州,甘肃,36.0611,103.8343,5,2.8,739.0,飞机,39.9929,116.3966
2018-02-16,珠海,广东,22.271,113.5767,2,4.4,941.0,高铁,39.9929,116.3966
2018-02-16,海口,海南,20.044,110.1999,1,4.4,693.0,大巴,39.9929,116.3966
2018-02-16,呼和浩特,内蒙古,40.8422,111.7491,7,2.2,641.0,高铁,39.9929,116.3966
2018-02-16,乌鲁木齐,新疆,43.793,87.6168,1,4.9,1000.0,自驾,39.9929,116.3966
2018-02-16,银川,宁夏,38.4872,106.2309,1,2.2,434.0,飞机,39.9929,116.3966
2018-02-16,西宁,青海,36.6171,101.7782,1,3.4,657.0,飞机,39.9929,116.3966
2018-02-16,保定,河北,38.8739,115.4646,24,2.4,573.0,自驾,39.9929,116.3966
2018-02-16,唐山,河北,39.6309,118.1802,18,2.6,505.0,自驾,39.9929,116.3966
2018-02-16,廊坊,河北,39.5246,116.6839,10,2.1,631.0,自驾,39.9929,116.3966
2018-02-16,秦皇岛,河北,39.9354,119.6006,6,1.4,400.0,自驾,39.9929,116.3966
2018-02-16,张家口,河北,40.7675,114.8867,7,1.4,404.0,自驾,39.9929,116.3966
2018-02-16,承德,河北,40.951,117.9632,4,1.9,420.0,自驾,39.9929,116.3966
2018-02-16,常州,江苏,31.8106,119.9741,10,3.2,811.0,大巴,39.9929,116.3966
2018-02-16,徐州,江苏,34.2614,117.1847,14,1.8,552.0,自驾,39.9929,116.3966
2018-02-16,扬州,江苏,32.3942,119.4126,7,2.5,708.0,飞机,39.9929,116.3966
2018-02-16,绍兴,浙江,30.0,120.5833,9,3.3,647.0,高铁,39.9929,116.3966
2018-02-16,嘉兴,浙江,30.7469,120.7555,9,2.2,614.0,大巴,39.9929,116.3966
2018-02-16,泉州,福建,24.8741,118.6757,8,4.1,840.0,飞机,39.9929,116.3966
2018-02-16,洛阳,河南,34.6197,112.454,12,2.9,576.0,大巴,39.9929,116.3966
2018-02-16,桂林,广西,25.2742,110.2992,4,3.3,785.0,飞机,39.9929,116.3966
2018-02-16,中山,广东,22.5171,113.3926,4,3.3,882.0,高铁,39.9929,116.3966
2018-02-16,惠州,广东,23.1116,114.416,4,3.1,847.0,大巴,39.9929,116.3966
2018-02-16,潍坊,山东,36.7069,119.1619,13,2.1,637.0,高铁,39.9929,116.3966
2018-02-16,临沂,山东,35.1041,118.3564,14,2.1,507.0,高铁,39.9929,116.3966
2018-02-16,南通,江苏,31.98,120.8943,15,2.4,596.0,高铁,39.9929,116.3966
2018-02-16,盐城,江苏,33.3478,120.1615,7,2.7,545.0,大巴,39.9929,116.3966
2018-02-16,台州,浙江,28.6563,121.4208,6,3.2,815.0,自驾,39.9929,116.3966
2018-02-16,金华,浙江,29.0795,119.6495,8,3.7,739.0,自驾,39.9929,116.3966
2018-02-16,漳州,福建,24.5128,117.6471,4,4.1,701.0,飞机,39.9929,116.3966
2018-02-23,上海,上海,31.2304,121.4737,99,2.2,816.0,飞机,39.9929,116.3966
2018-02-23,广州,广东,23.1291,113.2644,28,3.0,765.0,大巴,39.9929,116.3966
2018-02-23,深圳,广东,22.5431,114.0579,40,3.4,823.0,高铁,39.9929,116.3966
2018-02-23,成都,四川,30.5728,104.0668,50,3.7,851.0,高铁,39.9929,116.3966
2018-02-23,重庆,重庆,29.4316,106.9123,48,2.5,594.0,自驾,39.9929,116.3966
2018-02-23,杭州,浙江,30.2741,120.1551,36,2.4,736.0,飞机,39.9929,116.3966
2018-02-23,武汉,湖北,30.5928,114.3055,38,3.1,887.0,飞机,39.9929,116.3966
2018-02-23,南京,江苏,32.0603,118.7969,26,3.0,719.0,飞机,39.9929,116.3966
2018-02-23,天津,天津,39.3434,117.3616,64,2.4,784.0,高铁,39.9929,116.3966
2018-02-23,苏州,江苏,31.299,120.5853,39,3.5,919.0,飞机,39.9929,116.3966
2018-02-23,西安,陕西,34.3416,108.9398,32,2.5,632.0,大巴,39.9929,116.3966
2018-02-23,长沙,湖南,28.2282,112.9388,16,3.2,754.0,高铁,39.9929,116.3966
2018-02-23,沈阳,辽宁,41.8057,123.4315,29,2.2,660.0,高铁,39.9929,116.3966
2018-02-23,青岛,山东,36.0671,120.3826,26,3.0,854.0,大巴,39.9929,116.3966
2018-02-23,郑州,河南,34.7466,113.6254,47,1.6,649.0,高铁,39.9929,116.3966
2018-02-23,大连,辽宁,38.914,121.6147,14,2.5,735.0,高铁,39.9929,116.3966
2018-02-23,东莞,广东,23.043,113.7633,15,4.2,967.0,飞机,39.9929,116.3966
2018-02-23,宁波,浙江,29.8683,121.544,19,3.5,877.0,大巴,39.9929,116.3966
2018-02-23,厦门,福建,24.4798,118.0894,5,3.3,652.0,飞机,39.9929,116.3966
2018-02-23,福州,福建,26.0745,119.2965,12,3.6,680.0,高铁,39.9929,116.3966
2018-02-23,合肥,安徽,31.8206,117.2272,15,2.0,691.0,高铁,39.9929,116.3966
2018-02-23,昆明,云南,25.0389,102.7183,7,4.5,796.0,高铁,39.9929,116.3966
2018-02-23,哈尔滨,黑龙江,45.8038,126.535,13,2.4,634.0,飞机,39.9929,116.3966
2018-02-23,济南,山东,36.6512,116.9972,29,1.8,626.0,高铁,39.9929,116.3966
2018-02-23,佛山,广东,23.0218,113.1218,9,3.6,936.0,飞机,39.9929,116.3966
2018-02-23,长春,吉林,43.8171,125.3235,14,2.7,641.0,高铁,39.9929,116.3966
2018-02-23,温州,浙江,28.0001,120.6722,16,2.4,617.0,高铁,39.9929,116.3966
2018-02-23,石家庄,河北,38.0428,114.5149,32,1.9,601.0,高铁,39.9929,116.3966
2018-02-23,南宁,广西,22.817,108.3665,5,3.3,852.0,飞机,39.9929,116.3966
2018-02-23,贵阳,贵州,26.647,106.6302,6,4.1,817.0,飞机,39.9929,116.3966
2018-02-23,南昌,江西,28.682,115.8579,11,2.6,666.0,高铁,39.9929,116.3966
2018-02-23,太原,山西,37.8706,112.5489,14,1.6,568.0,自驾,39.9929,116.3966
2018-02-23,烟台,山东,37.4638,121.4479,19,2.1,523.0,自驾,39.9929,116.3966
2018-02-23,无锡,江苏,31.4912,120.3119,14,2.0,527.0,高铁,39.9929,116.3966
2018-02-23,兰州,甘肃,36.0611,103.8343,5,2.8,664.0,大巴,39.9929,116.3966
2018-02-23,珠海,广东,22.271,113.5767,2,3.8,741.0,飞机,39.9929,116.3966
2018-02-23,海口,海南,20.044,110.1999,2,3.7,660.0,飞机,39.9929,116.3966
2018-02-23,呼和浩特,内蒙古,40.8422,111.7491,5,1.4,394.0,高铁,39.9929,116.3966
2018-02-23,乌鲁木齐,新疆,43.793,87.6168,1,3.6,834.0,飞机,39.9929,116.3966
2018-02-23,银川,宁夏,38.4872,106.2309,1,2.2,595.0,飞机,39.9929,116.3966
2018-02-23,西宁,青海,36.6171,101.7782,2,3.4,671.0,自驾,39.9929,116.3966
2018-02-23,保定,河北,38.8739,115.4646,20,1.6,574.0,自驾,39.9929,116.3966
2018-02-23,唐山,河北,39.6309,118.1802,19,1.4,397.0,自驾,39.9929,116.3966
2018-02-23,廊坊,河北,39.5246,116.6839,14,1.1,434.0,自驾,39.9929,116.3966
2018-02-23,秦皇岛,河北,39.9354,119.6006,7,2.4,683.0,高铁,39.9929,116.3966
2018-02-23,张家口,河北,40.7675,114.8867,6,2.5,680.0,自驾,39.9929,116.3966
2018-02-23,承德,河北,40.951,117.9632,6,1.2,445.0,自驾,39.9929,116.3966
2018-02-23,常州,江苏,31.8106,119.9741,7,3.1,695.0,高铁,39.9929,116.3966
2018-02-23,徐州,江苏,34.2614,117.1847,13,3.0,588.0,高铁,39.9929,116.3966
2018-02-23,扬州,江苏,32.3942,119.4126,8,2.7,538.0,大巴,39.9929,116.3966
2018-02-23,绍兴,浙江,30.0,120.5833,7,3.6,827.0,飞机,39.9929,116.3966
2018-02-23,嘉兴,浙江,30.7469,120.7555,6,3.1,770.0,高铁,39.9929,116.3966
2018-02-23,泉州,福建,24.8741,118.6757,10,2.8,570.0,飞机,39.9929,116.3966
2018-02-23,洛阳,河南,34.6197,112.454,8,1.9,584.0,高铁,39.9929,116.3966
2018-02-23,桂林,广西,25.2742,110.2992,3,3.1,608.0,大巴,39.9929,116.3966
2018-02-23,中山,广东,22.5171,113.3926,4,4.2,821.0,高铁,39.9929,116.3966
2018-02-23,惠州,广东,23.1116,114.416,4,4.0,945.0,高铁,39.9929,116.3966
2018-02-23,潍坊,山东,36.7069,119.1619,12,2.2,534.0,高铁,39.9929,116.3966
2018-02-23,临沂,山东,35.1041,118.3564,13,3.0,639.0,飞机,39.9929,116.3966
2018-02-23,南通,江苏,31.98,120.8943,13,2.7,685.0,大巴,39.9929,116.3966
2018-02-23,盐城,江苏,33.3478,120.1615,6,2.6,678.0,飞机,39.9929,116.3966
2018-02-23,台州,浙江,28.6563,121.4208,6,3.1,699.0,高铁,39.9929,116.3966
2018-02-23,金华,浙江,29.0795,119.6495,9,3.0,631.0,飞机,39.9929,116.3966
2018-02-23,漳州,福建,24.5128,117.6471,2,3.4,782.0,飞机,39.9929,116.3966
2018-03-02,上海,上海,31.2304,121.4737,95,2.4,863.0,飞机,39.9929,116.3966
2018-03-02,广州,广东,23.1291,113.2644,34,4.0,1406.0,飞机,39.9929,116.3966
2018-03-02,深圳,广东,22.5431,114.0579,48,3.1,1009.0,自驾,39.9929,116.3966
2018-03-02,成都,四川,30.5728,104.0668,43,3.1,814.0,飞机,39.9929,116.3966
2018-03-02,重庆,重庆,29.4316,106.9123,53,2.8,958.0,飞机,39.9929,116.3966
2018-03-02,杭州,浙江,30.2741,120.1551,32,2.6,1028.0,飞机,39.9929,116.3966
2018-03-02,武汉,湖北,30.5928,114.3055,34,2.8,1129.0,自驾,39.9929,116.3966
2018-03-02,南京,江苏,32.0603,118.7969,43,2.1,777.0,高铁,39.9929,116.3966
2018-03-02,天津,天津,39.3434,117.3616,91,2.3,1026.0,自驾,39.9929,116.3966
2018-03-02,苏州,江苏,31.299,120.5853,34,3.0,1144.0,飞机,39.9929,116.3966
2018-03-02,西安,陕西,34.3416,108.9398,41,2.9,784.0,高铁,39.9929,116.3966
2018-03-02,长沙,湖南,28.2282,112.9388,25,3.3,1075.0,大巴,39.9929,116.3966
2018-03-02,沈阳,辽宁,41.8057,123.4315,21,2.3,767.0,高铁,39.9929,116.3966
2018-03-02,青岛,山东,36.0671,120.3826,30,2.2,738.0,自驾,39.9929,116.3966
2018-03-02,郑州,河南,34.7466,113.6254,42,1.9,702.0,高铁,39.9929,116.3966
2018-03-02,大连,辽宁,38.914,121.6147,26,2.3,674.0,高铁,39.9929,116.3966
2018-03-02,东莞,广东,23.043,113.7633,18,3.1,808.0,高铁,39.9929,116.3966
2018-03-02,宁波,浙江,29.8683,121.544,25,3.7,1050.0,高铁,39.9929,116.3966
2018-03-02,厦门,福建,24.4798,118.0894,6,3.8,874.0,飞机,39.9929,116.3966
2018-03-02,福州,福建,26.0745,119.2965,12,3.7,998.0,飞机,39.9929,116.3966
2018-03-02,合肥,安徽,31.8206,117.2272,31,2.9,814.0,自驾,39.9929,116.3966
2018-03-02,昆明,云南,25.0389,102.7183,10,3.9,1225.0,飞机,39.9929,116.3966
2018-03-02,哈尔滨,黑龙江,45.8038,126.535,24,2.3,914.0,高铁,39.9929,116.3966
2018-03-02,济南,山东,36.6512,116.9972,28,1.9,798.0,高铁,39.9929,116.3966
2018-03-02,佛山,广东,23.0218,113.1218,10,4.1,1302.0,大巴,39.9929,116.3966
2018-03-02,长春,吉林,43.8171,125.3235,19,1.9,567.0,飞机,39.9929,116.3966
2018-03-02,温州,浙江,28.0001,120.6722,15,3.6,1113.0,飞机,39.9929,116.3966
2018-03-02,石家庄,河北,38.0428,114.5149,29,1.6,616.0,大巴,39.9929,116.3966
2018-03-02,南宁,广西,22.817,108.3665,10,4.3,1244.0,飞机,39.9929,116.3966
2018-03-02,贵阳,贵州,26.647,106.6302,6,3.1,1026.0,飞机,39.9929,116.3966
2018-03-02,南昌,江西,28.682,115.8579,9,3.5,1130.0,高铁,39.9929,116.3966
2018-03-02,太原,山西,37.8706,112.5489,17,2.0,689.0,飞机,39.9929,116.3966
2018-03-02,烟台,山东,37.4638,121.4479,15,2.7,840.0,飞机,39.9929,116.3966
2018-03-02,无锡,江苏,31.4912,120.3119,17,2.1,670.0,自驾,39.9929,116.3966
2018-03-02,兰州,甘肃,36.0611,103.8343,5,2.4,704.0,飞机,39.9929,116.3966
2018-03-02,珠海,广东,22.271,113.5767,2,3.3,833.0,高铁,39.9929,116.3966
2018-03-02,海口,海南,20.044,110.1999,1,4.3,1225.0,飞机,39.9929,116.3966
2018-03-02,呼和浩特,内蒙古,40.8422,111.7491,6,1.5,539.0,自驾,39.9929,116.3966
2018-03-02,乌鲁木齐,新疆,43.793,87.6168,2,4.9,1287.0,大巴,39.9929,116.3966
2018-03-02,银川,宁夏,38.4872,106.2309,2,3.3,997.0,自驾,39.9929,116.3966
2018-03-02,西宁,青海,36.6171,101.7782,2,3.1,958.0,大巴,39.9929,116.3966
2018-03-02,保定,河北,38.8739,115.4646,25,2.2,775.0,自驾,39.9929,116.3966
2018-03-02,唐山,河北,39.6309,118.1802,26,1.5,484.0,自驾,39.9929,116.3966
2018-03-02,廊坊,河北,39.5246,116.6839,23,1.8,656.0,自驾,39.9929,116.3966
2018-03-02,秦皇岛,河北,39.9354,119.6006,9,2.0,742.0,自驾,39.9929,116.3966
2018-03-02,张家口,河北,40.7675,114.8867,12,2.2,699.0,大巴,39.9929,116.3966
2018-03-02,承德,河北,40.951,117.9632,8,1.7,582.0,高铁,39.9929,116.3966
2018-03-02,常州,江苏,31.8106,119.9741,14,2.3,682.0,大巴,39.9929,116.3966
2018-03-02,徐州,江苏,34.2614,117.1847,21,2.2,858.0,飞机,39.9929,116.3966
2018-03-02,扬州,江苏,32.3942,119.4126,10,2.9,769.0,自驾,39.9929,116.3966
2018-03-02,绍兴,浙江,30.0,120.5833,11,3.3,799.0,飞机,39.9929,116.3966
2018-03-02,嘉兴,浙江,30.7469,120.7555,7,2.9,969.0,飞机,39.9929,116.3966
2018-03-02,泉州,福建,24.8741,118.6757,13,3.4,959.0,飞机,39.9929,116.3966
2018-03-02,洛阳,河南,34.6197,112.454,14,2.3,791.0,高铁,39.9929,116.3966
2018-03-02,桂林,广西,25.2742,110.2992,6,4.2,1020.0,高铁,39.9929,116.3966
2018-03-02,中山,广东,22.5171,113.3926,4,3.9,1009.0,飞机,39.9929,116.3966
2018-03-02,惠州,广东,23.1116,114.416,6,3.3,826.0,飞机,39.9929,116.3966
2018-03-02,潍坊,山东,36.7069,119.1619,20,1.5,507.0,飞机,39.9929,116.3966
2018-03-02,临沂,山东,35.1041,118.3564,13,2.4,675.0,飞机,39.9929,116.3966
2018-03-02,南通,江苏,31.98,120.8943,19,3.3,825.0,飞机,39.9929,116.3966
2018-03-02,盐城,江苏,33.3478,120.1615,11,3.0,946.0,高铁,39.9929,116.3966
2018-03-02,台州,浙江,28.6563,121.4208,9,3.8,980.0,高铁,39.9929,116.3966
2018-03-02,金华,浙江,29.0795,119.6495,9,3.2,896.0,飞机,39.9929,116.3966
2018-03-02,漳州,福建,24.5128,117.6471,6,3.3,727.0,大巴,39.9929,116.3966
2018-03-09,上海,上海,31.2304,121.4737,110,2.8,1194.0,飞机,39.9929,116.3966
2018-03-09,广州,广东,23.1291,113.2644,51,2.9,909.0,飞机,39.9929,116.3966
2018-03-09,深圳,广东,22.5431,114.0579,37,4.3,1473.0,高铁,39.9929,116.3966
2018-03-09,成都,四川,30.5728,104.0668,39,3.1,929.0,大巴,39.9929,116.3966
2018-03-09,重庆,重庆,29.4316,106.9123,84,3.9,1132.0,自驾,39.9929,116.3966
2018-03-09,杭州,浙江,30.2741,120.1551,31,2.7,1125.0,飞机,39.9929,116.3966
2018-03-09,武汉,湖北,30.5928,114.3055,52,3.4,961.0,自驾,39.9929,116.3966
2018-03-09,南京,江苏,32.0603,118.7969,40,2.4,835.0,高铁,39.9929,116.3966
2018-03-09,天津,天津,39.3434,117.3616,84,2.0,827.0,自驾,39.9929,116.3966
2018-03-09,苏州,江苏,31.299,120.5853,47,2.8,870.0,飞机,39.9929,116.3966
2018-03-09,西安,陕西,34.3416,108.9398,49,2.5,731.0,飞机,39.9929,116.3966
2018-03-09,长沙,湖南,28.2282,112.9388,26,3.1,788.0,高铁,39.9929,116.3966
2018-03-09,沈阳,辽宁,41.8057,123.4315,31,2.6,919.0,自驾,39.9929,116.3966
2018-03-09,青岛,山东,36.0671,120.3826,29,2.2,878.0,飞机,39.9929,116.3966
2018-03-09,郑州,河南,34.7466,113.6254,37,2.5,1036.0,高铁,39.9929,116.3966
2018-03-09,大连,辽宁,38.914,121.6147,32,1.7,736.0,高铁,39.9929,116.3966
2018-03-09,东莞,广东,23.043,113.7633,11,3.4,880.0,高铁,39.9929,116.3966
2018-03-09,宁波,浙江,29.8683,121.544,21,2.9,913.0,高铁,39.9929,116.3966
2018-03-09,厦门,福建,24.4798,118.0894,7,3.2,1021.0,自驾,39.9929,116.3966
2018-03-09,福州,福建,26.0745,119.2965,18,3.7,943.0,飞机,39.9929,116.3966
2018-03-09,合肥,安徽,31.8206,117.2272,32,3.3,841.0,高铁,39.9929,116.3966
2018-03-09,昆明,云南,25.0389,102.7183,11,4.2,1131.0,自驾,39.9929,116.3966
2018-03-09,哈尔滨,黑龙江,45.8038,126.535,20,2.9,834.0,飞机,39.9929,116.3966
2018-03-09,济南,山东,36.6512,116.9972,37,2.5,960.0,自驾,39.9929,116.3966
2018-03-09,佛山,广东,23.0218,113.1218,9,3.2,848.0,飞机,39.9929,116.3966
2018-03-09,长春,吉林,43.8171,125.3235,23,2.9,769.0,飞机,39.9929,116.3966
